Dataset:              Demersal Abundance - Raw Data By Trawl and Taxon
File Name:            CP_DEM_A.txt
Date Created:         02Dec1998
# Variables:          6
# Header Records:     16
# Data Records:       2506
Missing Value Symbol: .

Variables:    STA_NAME     Carolinian Province Office Station Name
              TR_REP       Trawl replicate number
              DATE         Sample collection date (YYMMDD)
              COD_EMAP     Carolinian Province Office Taxa Code
              ABUNDANC     Abundance of taxon
              QACODE_T     Trawl QC code

STA_NAME;TR_REP;DATE;COD_EMAP;ABUNDANC;QACODE_T
CP94006;02;940803;BAIRCHRY;18; 
CP94006;02;940803;CALLSAPI;3; 
CP94006;02;940803;CYNOREGA;1; 
CP94006;02;940803;DASYSAY_;1; 
CP94006;02;940803;EUCIGULA;1; 
CP94006;02;940803;GYMNMICR;2; 
CP94006;02;940803;LEIOXANT;1; 
CP94006;02;940803;MENIMERC;1; 
CP94006;02;940803;MENTAMER;1; 
CP94006;02;940803;MICRUNDU;7; 
CP94006;02;940803;MONAHISP;2; 
CP94007;01;940816;ACHILINE;1; 
CP94007;01;940816;BAGRMARI;10; 
CP94007;01;940816;BAIRCHRY;64; 
CP94007;01;940816;CALLSAPI;3; 
CP94007;01;940816;CYNOREGA;10; 
CP94007;01;940816;DASYSAY_;1; 
CP94007;01;940816;EUCIGULA;41; 
CP94007;01;940816;GOBIROBU;1; 
CP94007;01;940816;LAGORHOM;1; 
CP94007;01;940816;LEIOXANT;4; 
CP94007;01;940816;MICRUNDU;3; 
CP94007;01;940816;MONAHISP;1; 
CP94007;01;940816;ORTHCHRY;69; 
CP94007;01;940816;PARAALBI;1; 
CP94007;01;940816;PENAXSPP;1; 
CP94007;01;940816;SYMPPLAG;1; 
CP94007;02;940816;ARIUFELI;2; 
CP94007;02;940816;BAIRCHRY;36; 
CP94007;02;940816;CALLSAPI;3; 
CP94007;02;940816;CHAEFABE;1; 
CP94007;02;940816;CYNOREGA;3; 
CP94007;02;940816;EUCIGULA;16; 
CP94007;02;940816;GYMNMICR;2; 
CP94007;02;940816;LEIOXANT;4; 
CP94007;02;940816;MICRUNDU;3; 
CP94007;02;940816;MONAHISP;1; 
CP94007;02;940816;OPISOGLI;1; 
CP94007;02;940816;ORTHCHRY;60; 
CP94007;02;940816;PENAXSPP;1; 
CP94008;01;940803;ARIUFELI;2; 
CP94008;01;940803;CALLSAPI;1; 
CP94008;01;940803;CHASSABU;1; 
CP94008;01;940803;GOBIROBU;2; 
CP94008;01;940803;LAGORHOM;6; 
CP94008;01;940803;MICRUNDU;1; 
CP94008;01;940803;OPISOGLI;1; 
CP94008;01;940803;ORTHCHRY;6; 
CP94008;01;940803;SYNGSCOV;1; 
CP94008;02;940803;ARIUFELI;1; 
CP94008;02;940803;GOBIROBU;2; 
CP94008;02;940803;LAGORHOM;3; 
CP94008;02;940803;OPISOGLI;1; 
CP94008;02;940803;ORTHCHRY;13; 
CP94009;01;940801;ARIUFELI;21; 
CP94009;01;940801;BAGRMARI;2; 
CP94009;01;940801;CYNOREGA;1; 
CP94009;01;940801;MICRUNDU;1; 
CP94009;02;940801;ARIUFELI;13; 
CP94009;02;940801;BAGRMARI;5; 
CP94009;02;940801;BAIRCHRY;10; 
CP94009;02;940801;CALLSAPI;1; 
CP94009;02;940801;CHAEFABE;1; 
CP94009;02;940801;CYNOREGA;6; 
CP94009;02;940801;MENTAMER;7; 
CP94009;02;940801;ORTHCHRY;1; 
CP94010;01;940817;ARIUFELI;21; 
CP94010;01;940817;BAGRMARI;17; 
CP94010;01;940817;BAIRCHRY;12; 
CP94010;01;940817;CYNOREGA;2; 
CP94010;01;940817;DASYSAY_;1; 
CP94010;01;940817;EUCIHARE;1; 
CP94010;01;940817;LOLLBREV;2; 
CP94010;01;940817;MENTAMER;47; 
CP94010;02;940817;ARIUFELI;4; 
CP94010;02;940817;BAGRMARI;8; 
CP94010;02;940817;BAIRCHRY;10; 
CP94010;02;940817;CALLSAPI;1; 
CP94010;02;940817;CHILSCHO;1; 
CP94010;02;940817;CYNOREGA;1; 
CP94010;02;940817;DASYSAY_;1; 
CP94010;02;940817;MENIMERC;1; 
CP94010;02;940817;MENTAMER;33; 
CP94010;02;940817;OPSATAU_;8; 
CP94011;01;940817;ARIUFELI;2;MA-Trawl
CP94011;01;940817;GOBIROBU;19;MA-Trawl
CP94011;01;940817;OPSATAU_;3;MA-Trawl
CP94011;01;940817;SYNGSCOV;6;MA-Trawl
CP94011;02;940817;ARIUFELI;1;MA-Trawl
CP94011;02;940817;GOBIROBU;32;MA-Trawl
CP94011;02;940817;SYNGSCOV;11;MA-Trawl
CP94012;01;940817;GOBIROBU;60;UA-Trawl
CP94012;01;940817;SYNGSCOV;2;UA-Trawl
CP94012;02;940817;BAIRCHRY;2;UA-Trawl
CP94012;02;940817;CHASSABU;1;UA-Trawl
CP94012;02;940817;GOBIROBU;167;UA-Trawl
CP94012;02;940817;SYNGSCOV;4;UA-Trawl
CP94013;01;940818;BAIRCHRY;37;MA-Trawl
CP94013;01;940818;CHASSABU;1;MA-Trawl
CP94013;01;940818;GOBIROBU;18;MA-Trawl
CP94013;01;940818;SYNGSCOV;1;MA-Trawl
CP94013;02;940818; ;.;UA-Trawl
CP94014;01;940818; ;.;UA-Trawl
CP94014;02;940818; ;.;UA-Trawl
CP94015;01;.; ;.;UA-Trawl
CP94015;02;.; ;.;UA-Trawl
CP94016;01;940808;CALLSAPI;14; 
CP94016;01;940808;CITHSPIL;1; 
CP94016;01;940808;ICTAXXSP;1; 
CP94016;01;940808;LEIOXANT;2; 
CP94016;01;940808;LEPOMACR;1; 
CP94016;01;940808;LEPOMICR;1; 
CP94016;01;940808;MICRUNDU;2; 
CP94016;01;940808;PENAXSPP;2; 
CP94016;01;940808;POMONIGR;3; 
CP94016;01;940808;TRINMACU;1; 
CP94016;02;940808;CALLSAPI;15; 
CP94016;02;940808;MICRUNDU;1; 
CP94016;02;940808;PARALETH;1; 
CP94016;02;940808;PENAXSPP;2; 
CP94016;02;940808;TRINMACU;2; 
CP94017;01;940809;CALLSAPI;5; 
CP94017;01;940809;CITHSPIL;4; 
CP94017;01;940809;ETROCROS;1; 
CP94017;01;940809;MICRUNDU;4; 
CP94017;01;940809;PENAXSPP;1; 
CP94017;02;940809;ANCHMITC;1; 
CP94017;02;940809;CALLSAPI;3; 
CP94017;02;940809;CITHSPIL;2; 
CP94017;02;940809;MICRUNDU;2; 
CP94017;02;940809;PENAXSPP;1; 
CP94018;01;940811;GOBIROBU;1; 
CP94018;01;940811;OVALOCEL;1; 
CP94018;01;940811;TRINMACU;1; 
CP94018;02;940811;ASTRY-GR;1; 
CP94018;02;940811;CALLSIMI;1; 
CP94018;02;940811;OVALOCEL;1; 
CP94019;01;940811;CHAEFABE;3; 
CP94019;02;940811;DASYSAY_;1; 
CP94019;02;940811;GOBIROBU;1; 
CP94019;02;940811;MENIMERC;1; 
CP94019;02;940811;MONAHISP;1; 
CP94020;01;940803;ARIUFELI;8; 
CP94020;01;940803;BREVTYRA;1; 
CP94020;01;940803;CYNOREGA;1; 
CP94020;01;940803;LEIOXANT;17; 
CP94020;01;940803;LOLLBREV;1; 
CP94020;01;940803;MENTAMER;1; 
CP94020;01;940803;MICRUNDU;13; 
CP94020;01;940803;POGOCROM;9; 
CP94020;01;940803;RHIZTERR;1; 
CP94020;01;940803;SPHYTIBU;1; 
CP94020;02;940803;LEIOXANT;5; 
CP94020;02;940803;MICRUNDU;21; 
CP94020;02;940803;POGOCROM;6; 
CP94020;02;940803;SPHYTIBU;1; 
CP94021;01;940802;BAGRMARI;2; 
CP94021;01;940802;CALLSAPI;3; 
CP94021;01;940802;CYNOREGA;20; 
CP94021;01;940802;LARIFASC;1; 
CP94021;01;940802;LEIOXANT;8; 
CP94021;01;940802;MENTAMER;1; 
CP94021;01;940802;MICRUNDU;58; 
CP94021;01;940802;OGCOXXSP;1; 
CP94021;01;940802;PENAAZTE;7; 
CP94021;01;940802;PENASETI;46; 
CP94021;01;940802;STELLANC;113; 
CP94021;01;940802;SYMPPLAG;4; 
CP94021;01;940802;TRINMACU;6; 
CP94021;02;940802;CYNOREGA;1; 
CP94021;02;940802;SELEXSP1;1; 
CP94021;02;940802;STELLANC;3; 
CP94022;01;940817;BAGRMARI;3; 
CP94022;01;940817;CALLSIMI;4; 
CP94022;01;940817;CYNOREGA;1; 
CP94022;01;940817;DASYSABI;1; 
CP94022;01;940817;LEIOXANT;1; 
CP94022;01;940817;MICRUNDU;11; 
CP94022;01;940817;PENASETI;34; 
CP94022;01;940817;STELLANC;6; 
CP94022;01;940817;SYMPPLAG;11; 
CP94022;01;940817;TRINMACU;7; 
CP94022;02;940817;ANCHMITC;1; 
CP94022;02;940817;CALLSIMI;5; 
CP94022;02;940817;CYNOREGA;4; 
CP94022;02;940817;LOLLBREV;9; 
CP94022;02;940817;MICRUNDU;4; 
CP94022;02;940817;PENASETI;50; 
CP94022;02;940817;PEPRALEP;1; 
CP94022;02;940817;STELLANC;27; 
CP94022;02;940817;SYMPPLAG;23; 
CP94022;02;940817;TRINMACU;4; 
CP94023;01;940815;CENTPHIL;1; 
CP94023;01;940815;DASYSABI;1; 
CP94023;01;940815;ETROCROS;6; 
CP94023;01;940815;LARIFASC;3; 
CP94023;01;940815;LEIOXANT;3; 
CP94023;01;940815;MENTAMER;10; 
CP94023;01;940815;PARADENT;1; 
CP94023;01;940815;PENAAZTE;2; 
CP94023;01;940815;PENASETI;2; 
CP94023;01;940815;PRIOTRIB;4; 
CP94023;01;940815;STELLANC;107; 
CP94023;01;940815;TRINMACU;1; 
CP94023;02;940815;DASYSABI;4; 
CP94023;02;940815;ETROCROS;11; 
CP94023;02;940815;MENTAMER;22; 
CP94023;02;940815;PARALETH;1; 
CP94023;02;940815;PENAAZTE;3; 
CP94023;02;940815;PENASETI;3; 
CP94023;02;940815;POGOCROM;1; 
CP94023;02;940815;PORTXSPP;1; 
CP94023;02;940815;PRIOTRIB;2; 
CP94023;02;940815;STELLANC;137; 
CP94023;02;940815;SYMPPLAG;2; 
CP94023;02;940815;TRINMACU;1; 
CP94024;01;940818;ARIUFELI;8; 
CP94024;01;940818;CALLSIMI;1; 
CP94024;01;940818;ETROCROS;1; 
CP94024;01;940818;LOLLBREV;6; 
CP94024;01;940818;MENTAMER;2; 
CP94024;01;940818;PENAAZTE;4; 
CP94024;01;940818;PENASETI;153; 
CP94024;01;940818;SYMPPLAG;2; 
CP94024;01;940818;TRINMACU;8; 
CP94024;02;940818;ARIUFELI;2; 
CP94024;02;940818;CENTPHIL;1; 
CP94024;02;940818;CHAEFABE;1; 
CP94024;02;940818;DASYSABI;3; 
CP94024;02;940818;ETROCROS;4; 
CP94024;02;940818;LOLLBREV;2; 
CP94024;02;940818;MENTAMER;6; 
CP94024;02;940818;MICRUNDU;2; 
CP94024;02;940818;PARADENT;1; 
CP94024;02;940818;PENADUOR;1; 
CP94024;02;940818;PENASETI;113; 
CP94024;02;940818;PRIOTRIB;1; 
CP94024;02;940818;SELEVOME;1; 
CP94024;02;940818;SQUIEMPU;1; 
CP94024;02;940818;SYMPPLAG;17; 
CP94024;02;940818;TRINMACU;13; 
CP94025;01;940818;ARIUFELI;5; 
CP94025;01;940818;BAGRMARI;1; 
CP94025;01;940818;CALLSIMI;3; 
CP94025;01;940818;EUCIARGE;1; 
CP94025;01;940818;LIBIDUBI;1; 
CP94025;01;940818;MENTAMER;5; 
CP94025;01;940818;MICRUNDU;11; 
CP94025;01;940818;PENADUOR;6; 
CP94025;01;940818;SQUIEMPU;1; 
CP94025;01;940818;STELLANC;68; 
CP94025;01;940818;SYMPPLAG;3; 
CP94025;01;940818;TRINMACU;2; 
CP94025;02;940818;CYNOREGA;1; 
CP94025;02;940818;MICRUNDU;21; 
CP94025;02;940818;OGCOXXSP;1; 
CP94025;02;940818;PENAAZTE;1; 
CP94025;02;940818;PENASETI;15; 
CP94025;02;940818;SQUIEMPU;1; 
CP94025;02;940818;STELLANC;53; 
CP94025;02;940818;SYMPPLAG;5; 
CP94025;02;940818;TRINMACU;2; 
CP94026;01;940819;BAGRMARI;1; 
CP94026;01;940819;CALLORNA;2; 
CP94026;01;940819;CALLSAPI;1; 
CP94026;01;940819;CYNOREGA;2; 
CP94026;01;940819;ETROCROS;1; 
CP94026;01;940819;GYMNMICR;1; 
CP94026;01;940819;LEIOXANT;1; 
CP94026;01;940819;LOLLBREV;1; 
CP94026;01;940819;MICRUNDU;4; 
CP94026;01;940819;PENAAZTE;1; 
CP94026;01;940819;PENASETI;8; 
CP94026;01;940819;POGOCROM;3; 
CP94026;01;940819;PRIOTRIB;1; 
CP94026;01;940819;STELLANC;41; 
CP94026;01;940819;SYMPPLAG;1; 
CP94026;02;940819;ARIUFELI;2; 
CP94026;02;940819;CALLSIMI;1; 
CP94026;02;940819;CYNOREGA;5; 
CP94026;02;940819;ETROCROS;1; 
CP94026;02;940819;GYMNXXSP;1; 
CP94026;02;940819;LEIOXANT;2; 
CP94026;02;940819;LOLLBREV;3; 
CP94026;02;940819;MENTAMER;1; 
CP94026;02;940819;MICRUNDU;41; 
CP94026;02;940819;PENAAZTE;19; 
CP94026;02;940819;PENASETI;16; 
CP94026;02;940819;POGOCROM;55; 
CP94026;02;940819;PRIOTRIB;2; 
CP94026;02;940819;STELLANC;4; 
CP94026;02;940819;SYMPPLAG;2; 
CP94026;02;940819;TRINMACU;1; 
CP94027;01;940825;BAGRMARI;3; 
CP94027;01;940825;CALLSAPI;4; 
CP94027;01;940825;CALLSIMI;4; 
CP94027;01;940825;CHAEFABE;1; 
CP94027;01;940825;CYNOREGA;10; 
CP94027;01;940825;LOLLBREV;4; 
CP94027;01;940825;MICRUNDU;35; 
CP94027;01;940825;PENASETI;7; 
CP94027;01;940825;STELLANC;8; 
CP94027;02;940825;BAGRMARI;3; 
CP94027;02;940825;CALLSIMI;2; 
CP94027;02;940825;CYNOREGA;12; 
CP94027;02;940825;ETROCROS;1; 
CP94027;02;940825;LOLLBREV;4; 
CP94027;02;940825;MICRUNDU;8; 
CP94027;02;940825;PENAAZTE;1; 
CP94027;02;940825;PENASETI;7; 
CP94027;02;940825;STELLANC;4; 
CP94028;01;940726;ILLEILLE;2; 
CP94028;01;940726;LAGORHOM;13; 
CP94028;01;940726;MICRUNDU;1; 
CP94028;01;940726;MYCTMICR;1; 
CP94028;01;940726;ORTHCHRY;1; 
CP94028;01;940726;POGOCROM;1; 
CP94028;02;940726;ARCHPROB;1; 
CP94028;02;940726;CHAEFABE;1; 
CP94028;02;940726;LAGORHOM;17; 
CP94029;01;940725;ETROCROS;1; 
CP94029;01;940725;LAGORHOM;21; 
CP94029;01;940725;MONAHISP;4; 
CP94029;01;940725;PARADENT;1; 
CP94029;01;940725;STENCAPR;16; 
CP94029;02;940725;CHAEFABE;3; 
CP94029;02;940725;ETROCROS;3; 
CP94029;02;940725;GYMNALTA;1; 
CP94029;02;940725;LAGORHOM;8; 
CP94029;02;940725;MONAHISP;1; 
CP94029;02;940725;PENAAZTE;1; 
CP94029;02;940725;PRIOCARO;1; 
CP94029;02;940725;STENCAPR;20; 
CP94030;01;940719;CALLSAPI;12; 
CP94030;01;940719;CALLSIMI;1; 
CP94030;01;940719;DASYSABI;1; 
CP94030;01;940719;ETROCROS;2; 
CP94030;01;940719;EUCIARGE;1; 
CP94030;01;940719;LAGORHOM;112; 
CP94030;01;940719;LEIOXANT;5; 
CP94030;01;940719;MICRUNDU;22; 
CP94030;01;940719;ORTHCHRY;2; 
CP94030;01;940719;PENAAZTE;25; 
CP94030;01;940719;SELEVOME;3; 
CP94030;01;940719;SYNOFOET;3; 
CP94030;02;940719;BAIRCHRY;2; 
CP94030;02;940719;CALLSAPI;3; 
CP94030;02;940719;ETROCROS;2; 
CP94030;02;940719;LAGORHOM;55; 
CP94030;02;940719;MICRUNDU;19; 
CP94030;02;940719;MONAHISP;1; 
CP94030;02;940719;PENAAZTE;140; 
CP94030;02;940719;SCOMMACU;1; 
CP94030;02;940719;SELEVOME;2; 
CP94031;01;940701;CALLSAPI;9; 
CP94031;01;940701;CALLSIMI;1; 
CP94031;01;940701;LAGORHOM;7; 
CP94031;01;940701;PARADENT;1; 
CP94031;01;940701;PENAAZTE;1; 
CP94031;01;940701;PRIOTRIB;1; 
CP94031;01;940701;SELEVOME;1; 
CP94031;02;940701;CALLSAPI;3; 
CP94031;02;940701;CALLSIMI;5; 
CP94031;02;940701;LAGORHOM;17; 
CP94031;02;940701;PENAAZTE;3; 
CP94031;02;940701;SELEVOME;1; 
CP94032;01;940727;ANCHHEPS;1; 
CP94032;01;940727;CALLSAPI;26; 
CP94032;01;940727;ILLEILLE;2; 
CP94032;01;940727;LAGORHOM;44; 
CP94032;01;940727;LEIOXANT;5; 
CP94032;01;940727;MICRUNDU;11; 
CP94032;01;940727;MONAHISP;1; 
CP94032;01;940727;ORTHCHRY;4; 
CP94032;02;940727;CALLSAPI;21; 
CP94032;02;940727;CALLSIMI;1; 
CP94032;02;940727;LAGORHOM;109; 
CP94032;02;940727;LEIOXANT;7; 
CP94032;02;940727;MICRUNDU;8; 
CP94032;02;940727;MONAHISP;34; 
CP94032;02;940727;ORTHCHRY;1; 
CP94032;02;940727;PENAAZTE;1; 
CP94033;01;940727;CALLSAPI;2; 
CP94033;01;940727;CALLSIMI;1; 
CP94033;01;940727;LAGORHOM;35; 
CP94033;01;940727;LEIOXANT;7; 
CP94033;01;940727;MICRUNDU;1; 
CP94033;01;940727;OPISOGLI;1; 
CP94033;01;940727;SCOMMACU;1; 
CP94033;02;940727;CALLSAPI;3; 
CP94033;02;940727;CALLSIMI;1; 
CP94033;02;940727;LAGORHOM;11; 
CP94033;02;940727;LEIOXANT;1; 
CP94033;02;940727;MICRUNDU;1; 
CP94033;02;940727;MONAHISP;1; 
CP94034;01;940706;CALLSAPI;1; 
CP94034;01;940706;LEIOXANT;6; 
CP94034;01;940706;MICRUNDU;9; 
CP94034;01;940706;PEPRTRIA;1; 
CP94034;02;940706;CALLSAPI;2; 
CP94034;02;940706;LEIOXANT;7; 
CP94034;02;940706;MICRUNDU;4; 
CP94034;02;940706;PENAAZTE;2; 
CP94034;02;940706;SELEVOME;1; 
CP94035;01;940706;CALLSAPI;5; 
CP94035;01;940706;LEIOXANT;4; 
CP94035;01;940706;MICRUNDU;2; 
CP94035;01;940706;PENAAZTE;1; 
CP94035;02;940706;ANCHMITC;1; 
CP94035;02;940706;CALLSAPI;10; 
CP94035;02;940706;LEIOXANT;2; 
CP94035;02;940706;MICRUNDU;6; 
CP94035;02;940706;PENAAZTE;2; 
CP94035;02;940706;PEPRTRIA;3; 
CP94036;01;940822;ANCHMITC;1; 
CP94036;01;940822;CALLSAPI;1; 
CP94036;01;940822;CYNOREGA;1; 
CP94036;01;940822;LEIOXANT;65; 
CP94036;01;940822;MICRUNDU;16; 
CP94036;01;940822;PARALETH;2; 
CP94036;01;940822;PENAAZTE;3; 
CP94036;01;940822;PEPRALEP;21; 
CP94036;02;940822;CYNOREGA;1; 
CP94036;02;940822;LEIOXANT;54; 
CP94036;02;940822;MICRUNDU;11; 
CP94036;02;940822;PARADENT;1; 
CP94036;02;940822;PARALETH;1; 
CP94036;02;940822;PENAAZTE;2; 
CP94036;02;940822;PEPRALEP;23; 
CP94036;02;940822;SYMPPLAG;1; 
CP94037;01;940810;CALLSAPI;1; 
CP94037;01;940810;LAGORHOM;3; 
CP94037;01;940810;LEIOXANT;2; 
CP94037;01;940810;MICRUNDU;2; 
CP94037;01;940810;ORTHCHRY;1; 
CP94037;02;940810;CHAEFABE;1; 
CP94037;02;940810;LAGORHOM;2; 
CP94037;02;940810;ORTHCHRY;1; 
CP94037;02;940810;PRIOEVOL;1; 
CP94037;02;940810;SYNOFOET;1; 
CP94038;01;940707;CALLSAPI;43; 
CP94038;01;940707;LAGORHOM;26; 
CP94038;01;940707;LEIOXANT;14; 
CP94038;01;940707;MICRUNDU;9; 
CP94038;01;940707;PENAAZTE;43; 
CP94038;01;940707;TRINMACU;1; 
CP94038;02;940707;ANCHMITC;1; 
CP94038;02;940707;CALLSAPI;25; 
CP94038;02;940707;LAGORHOM;17; 
CP94038;02;940707;LEIOXANT;11; 
CP94038;02;940707;MICRUNDU;11; 
CP94038;02;940707;PENAAZTE;66; 
CP94039;01;940809;ETROCROS;1; 
CP94039;01;940809;PARADENT;3; 
CP94039;01;940809;PRIOEVOL;1; 
CP94039;02;940809;ALUTSCRI;1; 
CP94039;02;940809;CALLSAPI;1; 
CP94039;02;940809;ETROCROS;1; 
CP94039;02;940809;PARADENT;1; 
CP94039;02;940809;PRIOEVOL;1; 
CP94039;02;940809;SPHOMACU;1; 
CP94040;01;940823;CALLSIMI;1; 
CP94040;01;940823;ILLEILLE;4; 
CP94040;01;940823;LEIOXANT;1; 
CP94040;01;940823;MICRUNDU;10; 
CP94040;01;940823;PARALETH;1; 
CP94040;02;940823;CALLSIMI;2; 
CP94040;02;940823;ILLEILLE;1; 
CP94040;02;940823;MICRUNDU;1; 
CP94040;02;940823;PARALETH;1; 
CP94040;02;940823;PENAAZTE;3; 
CP94040;02;940823;SYNOFOET;2; 
CP94041;01;940810;CALLSAPI;1; 
CP94041;01;940810;MICRUNDU;1; 
CP94041;01;940810;PEPRALEP;2; 
CP94041;02;940810;CALLSAPI;2; 
CP94041;02;940810;LEIOXANT;7; 
CP94041;02;940810;MICRUNDU;2; 
CP94041;02;940810;MONAHISP;1; 
CP94042;01;940810;CHILSCHO;1; 
CP94042;02;940810;ARCHPROB;1; 
CP94042;02;940810;CHILSCHO;1; 
CP94042;02;940810;ORTHCHRY;4; 
CP94043;01;940823;ANGUROST;1;UA-Trawl
CP94043;01;940823;BAIRCHRY;5;UA-Trawl
CP94043;01;940823;CALLSAPI;7;UA-Trawl
CP94043;01;940823;CYNOREGA;22;UA-Trawl
CP94043;01;940823;LAGORHOM;5;UA-Trawl
CP94043;01;940823;LEIOXANT;38;UA-Trawl
CP94043;01;940823;MICRUNDU;84;UA-Trawl
CP94043;01;940823;OPSATAU_;2;UA-Trawl
CP94043;01;940823;PARALETH;27;UA-Trawl
CP94043;01;940823;PENAAZTE;22;UA-Trawl
CP94043;01;940823;PENASETI;8;UA-Trawl
CP94043;01;940823;PEPRALEP;41;UA-Trawl
CP94043;02;940823;BAIRCHRY;3; 
CP94043;02;940823;CALLSAPI;7; 
CP94043;02;940823;CYNOREGA;32; 
CP94043;02;940823;LAGORHOM;16; 
CP94043;02;940823;LEIOXANT;40; 
CP94043;02;940823;MICRUNDU;40; 
CP94043;02;940823;PARALETH;35; 
CP94043;02;940823;PENAAZTE;31; 
CP94043;02;940823;PEPRALEP;15; 
CP94043;03;940823;BAIRCHRY;2; 
CP94043;03;940823;CALLSAPI;8; 
CP94043;03;940823;CYNOREGA;40; 
CP94043;03;940823;LAGORHOM;16; 
CP94043;03;940823;LEIOXANT;40; 
CP94043;03;940823;MICRUNDU;40; 
CP94043;03;940823;MUGICEPH;1; 
CP94043;03;940823;PARADENT;1; 
CP94043;03;940823;PARALETH;32; 
CP94043;03;940823;PENAAZTE;22; 
CP94043;03;940823;PENASETI;2; 
CP94043;03;940823;PEPRALEP;26; 
CP94043;03;940823;SYNOFOET;1; 
CP94044;01;940808;LAGORHOM;3; 
CP94044;01;940808;LEIOXANT;7; 
CP94044;01;940808;MONAHISP;1; 
CP94044;01;940808;ORTHCHRY;3; 
CP94044;02;940808;LAGORHOM;4; 
CP94044;02;940808;LEIOXANT;4; 
CP94044;02;940808;ORTHCHRY;2; 
CP94044;02;940808;PARADENT;1; 
CP94044;02;940808;PRIOSCIT;1; 
CP94045;01;940808;CALLSAPI;5; 
CP94045;01;940808;EUCIARGE;1; 
CP94045;01;940808;FISTTABA;1; 
CP94045;01;940808;LAGORHOM;51; 
CP94045;01;940808;LEIOXANT;34; 
CP94045;01;940808;MONAHISP;2; 
CP94045;01;940808;ORTHCHRY;4; 
CP94045;01;940808;PARADENT;1; 
CP94045;01;940808;PENAAZTE;2; 
