PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,WTBDY_TYPE,TAXA_ID,TARGET_TAXON,APHIA_ID,ITISTSN,HABITAT,PHYLUM,CLASS,ORDER,FAMILY,DENSITY,IS_DISTINCT,TOTAL
8/23/2024,2012293,NCA_WA-10209,NCA20_WA-10016,1,8/11/2020,WA,MARINE,1000,HETEROPHOXUS,176848,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,134.615,1,7
8/23/2024,2012292,NCA_WA-10205,NCA20_WA-10015,1,8/11/2020,WA,MARINE,1000,HETEROPHOXUS,176848,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,19.231,1,1
8/23/2024,2012364,NCA_WA-10208,NCA20_WA-10005,1,8/17/2020,WA,MARINE,1000,HETEROPHOXUS,176848,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,76.923,1,4
8/23/2024,2012144,NCA_WA-10265,NCA20_WA-10051,1,7/31/2020,WA,MARINE,1000,HETEROPHOXUS,176848,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,19.231,1,1
8/23/2024,2012311,NCA_WA-10240,NCA20_WA-40007,1,8/12/2020,WA,MARINE,1001,HETEROPHOXUS ELLISI,548940,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,19.231,1,1
8/23/2024,2011788,NCA_WA-10203,NCA20_WA-10014,1,6/29/2020,WA,MARINE,1001,HETEROPHOXUS ELLISI,548940,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,38.462,1,2
8/23/2024,2011833,NCA_WA-10252,NCA20_WA-40012,1,7/5/2020,WA,MARINE,1001,HETEROPHOXUS ELLISI,548940,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,57.692,1,3
8/23/2024,2012091,NCA_CA-10188,NCA20_CA-10014,1,7/28/2020,CA,MARINE,1001,HETEROPHOXUS ELLISI,548940,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,80,1,8
8/23/2024,2011849,NCA_CA-10194,NCA20_CA-10052,1,7/7/2020,CA,MARINE,1001,HETEROPHOXUS ELLISI,548940,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,2920,1,146
8/23/2024,2011848,NCA_CA-10263,NCA20_CA-10041,1,7/7/2020,CA,MARINE,1001,HETEROPHOXUS ELLISI,548940,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,7680,1,384
8/23/2024,2011834,NCA_WA-10247,NCA20_WA-40020,1,7/5/2020,WA,MARINE,1001,HETEROPHOXUS ELLISI,548940,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,19.231,1,1
8/23/2024,2012327,NCA_WA-10257,NCA20_WA-40025,1,8/13/2020,WA,MARINE,1002,HETEROPHOXUS OCULATUS,428665,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,38.462,1,2
8/23/2024,2012150,NCA_WA-10254,NCA20_WA-40016,1,8/2/2020,WA,MARINE,1002,HETEROPHOXUS OCULATUS,428665,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,115.385,1,6
8/23/2024,2012365,NCA_WA-10253,NCA20_WA-40013,1,8/17/2020,WA,MARINE,1002,HETEROPHOXUS OCULATUS,428665,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE,38.462,1,2
8/23/2024,2016414,NCA_OR-10223,NCA20_OR-10044,1,8/24/2021,OR,MARINE,1003,HETEROPODARKE HETEROMORPHA,328381,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,HESIONIDAE,120,1,12
8/23/2024,2014843,NCA_CA-10253,NCA20_CA-10031,1,9/9/2020,CA,MARINE,1003,HETEROPODARKE HETEROMORPHA,328381,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,HESIONIDAE,10,1,1
8/23/2024,2012090,NCA_CA-10195,NCA20_CA-10053,1,7/28/2020,CA,MARINE,1004,HETEROSEROLIS CARINATA,260633,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,SEROLIDAE,100,1,10
8/23/2024,2015051,NCA_FL-10315,NCA20_FL-10111,1,9/27/2020,FL,MARINE,1005,HETEROSEROLIS MGRAYI,260637,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,SEROLIDAE,27.473,1,1
8/23/2024,2016484,NGL_WI-10001,NGL20_WI-10022,2,8/30/2021,WI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,269.231,1,14
8/23/2024,2011992,NGL_MI-10535,NGL20_MI-10104,1,7/22/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2016458,NGL_MN-10003,NGL20_MN-10003,1,8/23/2021,MN,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2016591,NGL_MN-10001,NGL20_MN-10001,2,9/14/2021,MN,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,153.846,1,8
8/23/2024,2011596,NGL_MI-10001,NGL20_MI-10130,1,6/5/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,134.615,1,7
8/23/2024,2020886,NGL_MI-10602,ISA20-31,1,7/16/2022,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,38.462,1,2
8/23/2024,2020869,NGL_MI-10618,NPA20-13,1,7/17/2022,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2011630,NGL_MI-10017,NGL20_MI-10145,1,6/8/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2014777,NGL_MI-10060,NGL20_MI-10023,2,9/1/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,38.462,1,2
8/23/2024,2012135,NGL_MI-10031,NGL20_MI-10088,1,7/30/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2016437,NGL_MN-10001,NGL20_MN-10001,1,8/25/2021,MN,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,76.923,1,4
8/23/2024,2020892,NGL_MI-10635,ISA20-42,1,7/14/2022,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2012163,NGL_MI-10543,NGL20_MI-10112,1,8/3/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,173.077,1,9
8/23/2024,2011917,NGL_NY-10026,NGL20_NY-10047,1,7/15/2020,NY,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2011711,NGL_MI-10060,NGL20_MI-10023,1,6/22/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,307.692,1,16
8/23/2024,2014979,NGL_WI-10119,CBS20_WI-10018,1,9/22/2020,WI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2015004,NGL_WI-10127,CBS20_WI-10023,1,9/24/2020,WI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,96.154,1,5
8/23/2024,2011636,NGL_MI-10550,NGL20_MI-10149,1,6/12/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,38.462,1,2
8/23/2024,2014989,NGL_WI-10126,CBS20_WI-10014,1,9/23/2020,WI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2012148,NGL_MI-10046,NGL20_MI-10102,1,8/2/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2011720,NGL_NY-10144,NGL20_NY-10071,1,6/23/2020,NY,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2012470,NGL_MI-10031,NGL20_MI-10088,2,8/25/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,38.462,1,2
8/23/2024,2020897,NGL_MI-10613,NPA20-01,1,7/17/2022,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2014990,NGL_WI-10131,CBS20_WI-10135,1,9/23/2020,WI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,76.923,1,4
8/23/2024,2015676,NGL_WI-10109,NGL20_WI-10025,1,6/29/2021,WI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,57.692,1,3
8/23/2024,2020890,NGL_MI-10606,ISA20-35,1,7/16/2022,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,38.462,1,2
8/23/2024,2012078,NGL_MI-10059,NGL20_MI-10022,1,7/27/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,423.077,1,22
8/23/2024,2011629,NGL_MI-10553,NGL20_MI-10152,1,6/8/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,76.923,1,4
8/23/2024,2020885,NGL_MI-10599,ISA20-28,1,7/14/2022,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,153.846,1,8
8/23/2024,2012112,NGL_MI-10066,NGL20_MI-10028,1,7/29/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,134.615,1,7
8/23/2024,2015672,NGL_WI-10111,NGL20_WI-10027,1,6/29/2021,WI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,48.077,1,5
8/23/2024,2014778,NGL_MI-10524,NGL20_MI-10056,1,9/1/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,423.077,1,22
8/23/2024,2020871,NGL_MI-10620,ISA20-02,1,7/17/2022,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2011778,NGL_NY-10012,NGL20_NY-10033,1,6/29/2020,NY,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2011648,NGL_MI-10560,NGL20_MI-10159,1,6/14/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2012471,NGL_MI-10059,NGL20_MI-10022,2,8/25/2020,MI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,576.923,1,30
8/23/2024,2015005,NGL_WI-10129,CBS20_WI-10087,1,9/24/2020,WI,GREAT_LAKES,1006,HETEROTRISSOCLADIUS MARCIDUS,,128744,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,173.077,1,9
8/23/2024,2016484,NGL_WI-10001,NGL20_WI-10022,2,8/30/2021,WI,GREAT_LAKES,1007,HETEROTRISSOCLADIUS SUBPILOSUS,,128746,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,19.231,1,1
8/23/2024,2016011,NGL_WI-10001,NGL20_WI-10022,1,7/21/2021,WI,GREAT_LAKES,1007,HETEROTRISSOCLADIUS SUBPILOSUS,,128746,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,57.692,1,3
8/23/2024,2012052,NCA_VA-10206,NCA20_VA-10021,1,7/27/2020,VA,MARINE,1008,HEXAGENIA,593171,101537,EST,ARTHROPODA,HEXAPODA,EPHEMEROPTERA,EPHEMERIDAE,21.739,1,1
8/23/2024,2016711,NGL_WI-10112,CBS20_WI-10001,1,10/7/2021,WI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,288.462,1,15
8/23/2024,2014990,NGL_WI-10131,CBS20_WI-10135,1,9/23/2020,WI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,96.154,1,5
8/23/2024,2012242,NGL_MI-10074,NGL20_MI-10036,1,8/9/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2012178,NGL_MI-10508,NGL20_MI-10005,1,8/4/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2015008,NGL_WI-10134,CBS20_WI-10039,1,9/24/2020,WI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,96.154,1,5
8/23/2024,2015004,NGL_WI-10127,CBS20_WI-10023,1,9/24/2020,WI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,192.308,1,10
8/23/2024,2011968,NGL_OH-10012,NGL20_OH-10011,1,8/12/2020,OH,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,76.923,1,4
8/23/2024,2012158,NGL_MI-10102,NGL20_MI-10001,1,8/2/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,173.077,1,9
8/23/2024,2016713,NGL_WI-10113,CBS20_WI-10008,1,10/7/2021,WI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,38.462,1,2
8/23/2024,2011745,NGL_MI-10554,NGL20_MI-10153,1,6/24/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,38.462,1,2
8/23/2024,2011912,NGL_OH-10001,NGL20_OH-10001,1,7/28/2020,OH,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,57.692,1,3
8/23/2024,2012239,NGL_MI-10034,NGL20_MI-10090,1,8/7/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2015510,NGL_MI-10567,GBA20-10507,1,6/6/2021,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2011859,NGL_MI-10077,NGL20_MI-10039,1,7/9/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2014976,NGL_WI-10138,CBS20_WI-10016,1,9/22/2020,WI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,38.462,1,2
8/23/2024,2014991,NGL_WI-10118,CBS20_WI-10007,1,9/23/2020,WI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2012218,NGL_NY-10011,NGL20_NY-10032,2,8/6/2020,NY,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2015005,NGL_WI-10129,CBS20_WI-10087,1,9/24/2020,WI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,76.923,1,4
8/23/2024,2012031,NGL_MI-10033,NGL20_MI-10089,1,7/24/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2014965,NGL_WI-10133,CBS20_WI-10019,1,9/21/2020,WI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2012216,NGL_MI-10104,NGL20_MI-10003,1,8/5/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,153.846,1,8
8/23/2024,2015006,NGL_WI-10130,CBS20_WI-10115,1,9/24/2020,WI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,76.923,1,8
8/23/2024,2012163,NGL_MI-10543,NGL20_MI-10112,1,8/3/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2011734,NGL_MI-10072,NGL20_MI-10034,1,6/24/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,76.923,1,4
8/23/2024,2011757,NGL_NY-10011,NGL20_NY-10032,1,6/26/2020,NY,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,96.154,1,5
8/23/2024,2011816,NGL_MI-10530,NGL20_MI-10062,1,7/1/2020,MI,GREAT_LAKES,1009,HEXAGENIA,593171,101537,GL,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,19.231,1,1
8/23/2024,2011570,NCA_TX-10289,NCA20_TX-10054,1,6/1/2020,TX,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,25,1,1
8/23/2024,2011588,NCA_TX-10288,NCA20_TX-10053,1,6/4/2020,TX,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,108.696,1,5
8/23/2024,2012482,NCA_SC-10330,NCA20_SC-10130,1,8/26/2020,SC,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,22.727,1,1
8/23/2024,2011587,NCA_TX-10278,NCA20_TX-10043,1,6/4/2020,TX,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,50,1,2
8/23/2024,2011628,NCA_TX-10290,NCA20_TX-10055,1,6/9/2020,TX,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,25,1,1
8/23/2024,2011680,NCA_FL-10247,NCA20_FL-10045,1,6/17/2020,FL,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,68.182,1,3
8/23/2024,2011971,NCA_SC-10310,NCA20_SC-10110,1,7/21/2020,SC,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,90.909,1,4
8/23/2024,2011977,NCA_LA-10239,NCA20_LA-10033,1,7/21/2020,LA,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,100,1,4
8/23/2024,2011575,NCA_TX-10226,NCA20_TX-10015,1,6/2/2020,TX,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,25,1,1
8/23/2024,2011635,NCA_TX-10225,NCA20_TX-10014,1,6/10/2020,TX,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,100,1,4
8/23/2024,2011677,NCA_FL-10281,NCA20_FL-10066,1,6/15/2020,FL,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,686.813,1,25
8/23/2024,2011676,NCA_TX-10332,NCA20_TX-10113,1,6/17/2020,TX,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,25,1,1
8/23/2024,2011793,NCA_GA-10157,NCA20_GA-10007,1,6/30/2020,GA,MARINE,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE,21.739,1,1
