PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,APHIA_ID,ITISTSN,HABITAT,PHYLUM,CLASS,ORDER,FAMILY
8/23/2024,24,ACROMEGALOMMA,994098,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
8/23/2024,25,ACROMEGALOMMA BIOCULATUM,994105,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
8/23/2024,26,ACROMEGALOMMA PIGMENTUM,994130,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
8/23/2024,27,ACROMEGALOMMA SPLENDIDUM,994124,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE
8/23/2024,28,ACTEOCINA,137866,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,TORNATINIDAE
8/23/2024,29,ACTEOCINA CANALICULATA,160065,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,TORNATINIDAE
8/23/2024,30,ACTEOCINA CANDEI,420532,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,TORNATINIDAE
8/23/2024,31,ACTEOCINA CARINATA,575017,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,TORNATINIDAE
8/23/2024,32,ACTEOCINA CULCITELLA,581396,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,TORNATINIDAE
8/23/2024,33,ACTEOCINA HARPA,581398,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,TORNATINIDAE
8/23/2024,34,ACTEOCINA INCULTA,575018,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,TORNATINIDAE
8/23/2024,35,ACTINIARIA,1360,,EST,CNIDARIA,ANTHOZOA,ACTINIARIA,
8/23/2024,36,ACUMINODEUTOPUS HETERUROPUS,557429,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,UNCIOLIDAE
8/23/2024,37,ADONTORHINA CYCLIA,582532,,EST,MOLLUSCA,BIVALVIA,LUCINIDA,THYASIRIDAE
8/23/2024,38,AEGININA LONGICORNIS,101820,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
8/23/2024,39,AEOLOSOMA,558774,68424,GL,ANNELIDA,,,AEOLOSOMATIDAE
8/23/2024,40,AESHNIDAE,890523,101596,GL,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE
8/23/2024,41,AGLAJA OCELLIGERA,581409,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,AGLAJIDAE
8/23/2024,42,AGLAOPHAMUS,129366,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEPHTYIDAE
8/23/2024,43,AGLAOPHAMUS CIRCINATA,157145,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEPHTYIDAE
8/23/2024,44,AGLAOPHAMUS VERRILLI,157147,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEPHTYIDAE
8/23/2024,45,AGRAYLEA,,115635,GL,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE
8/23/2024,46,AGRYPNIA,,115882,GL,ARTHROPODA,INSECTA,TRICHOPTERA,PHRYGANEIDAE
8/23/2024,47,AKANTHOPHOREUS GRACILIS,136340,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,AKANTHOPHOREIDAE
8/23/2024,48,AKANTHOPHOREUS PHILLIPSI,478741,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,AKANTHOPHOREIDAE
8/23/2024,49,ALBIA,714344,83435,GL,ARTHROPODA,OSTRACODA,PODOCOPIDA,CYPRIDIDAE
8/23/2024,50,ALBOGLOSSIPHONIA HETEROCLITA,,69389,GL,ANNELIDA,CLITELLATA,HIRUDINIDA,GLOSSIPHONIIDAE
8/23/2024,51,ALCIOPIDAE,932,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,ALCIOPIDAE
8/23/2024,52,ALIA CARINATA,511703,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,COLUMBELLIDAE
8/23/2024,53,ALIA GAUSAPATA,511704,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,COLUMBELLIDAE
8/23/2024,54,ALIA GOULDI,511705,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,COLUMBELLIDAE
8/23/2024,55,ALIENACANTHOMYSIS MACROPSIS,226662,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
8/23/2024,56,ALITTA,234848,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEREIDIDAE
8/23/2024,57,ALITTA SUCCINEA,234850,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEREIDIDAE
8/23/2024,58,ALITTA VIRENS,234851,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEREIDIDAE
8/23/2024,59,ALLOLEPTOCHELIA LONGIMANA,880883,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,LEPTOCHELIIDAE
8/23/2024,60,ALLORCHESTES,204540,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,DOGIELINOTIDAE
8/23/2024,61,ALLORCHESTES ANGUSTA,489543,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,DOGIELINOTIDAE
8/23/2024,62,ALLOTHYONE MEXICANA,422529,,EST,ECHINODERMATA,HOLOTHUROIDEA,DENDROCHIROTIDA,PHYLLOPHORIDAE
8/23/2024,63,ALMYRACUMA BACESCUI,421648,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,NANNASTACIDAE
8/23/2024,64,ALMYRACUMA PROXIMOCULI,157809,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,NANNASTACIDAE
8/23/2024,65,ALMYRACUMA PROXIMOCULI,157809,90979,GL,ARTHROPODA,MALACOSTRACA,CUMACEA,NANNASTACIDAE
8/23/2024,66,ALPHEIDAE,106776,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,ALPHEIDAE
8/23/2024,67,ALPHEUS,106978,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,ALPHEIDAE
8/23/2024,68,ALVANIA,138439,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,RISSOIDAE
8/23/2024,69,ALVANIA COMPACTA,580527,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,RISSOIDAE
8/23/2024,70,ALVANIA ROSANA,580530,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,RISSOIDAE
8/23/2024,71,AMAEANA OCCIDENTALIS,332917,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
8/23/2024,72,AMAGE CORRUGATA,851797,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,73,AMAGE SCUTATA,326277,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,74,AMAKUSANTHURA MAGNIFICA,255365,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,ANTHURIDAE
8/23/2024,75,AMAKUSANTHURA SIGNATA,255374,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,ANTHURIDAE
8/23/2024,76,AMASTIGOS CAPERATUS,157156,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
8/23/2024,77,AMBIDEXTER SYMMETRICUS,421788,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,PROCESSIDAE
8/23/2024,78,AMERICAMYSIS,161519,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
8/23/2024,79,AMERICAMYSIS ALLENI,226212,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
8/23/2024,80,AMERICAMYSIS ALMYRA,161345,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
8/23/2024,81,AMERICAMYSIS BAHIA,226286,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
8/23/2024,82,AMERICAMYSIS BIGELOWI,161344,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
8/23/2024,83,AMERICAMYSIS STUCKI,227001,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
8/23/2024,84,AMERICHELIDIUM,415039,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE
8/23/2024,85,AMERICHELIDIUM AMERICANUM,421529,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE
8/23/2024,86,AMERICHELIDIUM RECTIPALMUM,546997,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE
8/23/2024,87,AMERICHELIDIUM SHOEMAKERI,546990,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE
8/23/2024,88,AMERICOROPHIUM,415041,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
8/23/2024,89,AMERICOROPHIUM BREVIS,431325,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
8/23/2024,90,AMERICOROPHIUM SALMONIS,431328,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
8/23/2024,91,AMERICOROPHIUM SPINICORNE,431330,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
8/23/2024,92,AMERITELLA AGILIS,878476,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,93,AMERITELLA CADIENI,878478,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,94,AMERITELLA CARPENTERI,878479,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,95,AMERITELLA MITCHELLI,878513,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,96,AMERITELLA MODESTA,878514,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,97,AMERITELLA TEXANA,878522,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,98,AMERITELLA VERSICOLOR,849119,,EST,MOLLUSCA,BIVALVIA,CARDIIDA,TELLINIDAE
8/23/2024,99,AMEROCULODES,391588,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE
8/23/2024,100,AMEROCULODES EDWARDSI,547000,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE
8/23/2024,101,AMEROCULODES MILTONI,395434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE
8/23/2024,102,AMERYCINA PERISCOPIANA,876578,,EST,MOLLUSCA,BIVALVIA,,LASAEIDAE
8/23/2024,103,AMMOTHEIDAE,1562,,EST,ARTHROPODA,PYCNOGONIDA,PANTOPODA,AMMOTHEIDAE
8/23/2024,104,AMNICOLA,159972,70747,GL,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,AMNICOLIDAE
8/23/2024,105,AMNICOLA LIMOSUS,159974,70748,GL,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,AMNICOLIDAE
8/23/2024,106,AMPELISCA,101445,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,107,AMPELISCA ABDITA,158020,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,108,AMPELISCA AGASSIZI,158021,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,109,AMPELISCA BRACHYCLADUS,488328,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,110,AMPELISCA BREVISIMULATA,421434,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,111,AMPELISCA CAREYI,422976,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,112,AMPELISCA CRISTATA,421436,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,113,AMPELISCA HANCOCKI,422990,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,114,AMPELISCA HOLMESI,421437,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,115,AMPELISCA MACROCEPHALA,101908,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,116,AMPELISCA PUGETICA,423026,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,117,AMPELISCA SCHELLENBERGI,421440,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,118,AMPELISCA VADORUM,158022,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,119,AMPELISCA VERRILLI,158023,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPELISCIDAE
8/23/2024,120,AMPHARETE,129155,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,121,AMPHARETE ACUTIFRONS,129775,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,122,AMPHARETE FINMARCHICA,129778,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,123,AMPHARETE LABROPS,326317,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,124,AMPHARETE LINDSTROEMI,129781,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,125,AMPHARETE LINEATA,744688,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,126,AMPHARETE OCULATA,744689,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,127,AMPHARETE PARVIDENTATA,159918,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,128,AMPHARETIDAE,981,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,129,AMPHARETINAE,152252,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,130,AMPHIBALANUS AMPHITRITE,421137,,EST,ARTHROPODA,THECOSTRACA,BALANOMORPHA,BALANIDAE
8/23/2024,131,AMPHIBALANUS IMPROVISUS,421139,,EST,ARTHROPODA,THECOSTRACA,BALANOMORPHA,BALANIDAE
8/23/2024,132,AMPHIBALANUS VENUSTUS,421142,,EST,ARTHROPODA,THECOSTRACA,BALANOMORPHA,BALANIDAE
8/23/2024,133,AMPHICTEIS GLABRA,326333,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,134,AMPHICTEIS GUNNERI,129784,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,135,AMPHICTEIS SCAPHOBRANCHIATA,326344,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,136,AMPHIDEUTOPUS OCULATUS,491900,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,KAMAKIDAE
8/23/2024,137,AMPHILOCHIDAE,101365,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPHILOCHIDAE
8/23/2024,138,AMPHIODIA,172595,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,139,AMPHIODIA (AMPHISPINA) DIGITATA,242689,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,140,AMPHIODIA (AMPHISPINA) URTICA,245665,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,141,AMPHIODIA PLANISPINA,242671,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,142,AMPHIODIA PULCHELLA,242674,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,143,AMPHIOPLUS (AMPHIOPLUS) ABDITUS,244985,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,144,AMPHIOPLUS CONIORTODES,242765,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,145,AMPHIOPLUS THROMBODES,242799,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,146,AMPHIPHOLIS JANUARII,149906,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,147,AMPHIPHOLIS SQUAMATA,125064,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,148,AMPHIPODA,1135,93294,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,
8/23/2024,149,AMPHIPODA,1135,93294,GL,ARTHROPODA,MALACOSTRACA,AMPHIPODA,
8/23/2024,150,AMPHIPORUS,122391,,EST,NEMERTEA,HOPLONEMERTEA,MONOSTILIFERA,AMPHIPORIDAE
8/23/2024,151,AMPHIPORUS BIOCULATUS,122651,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
8/23/2024,152,AMPHIPORUS CRUENTATUS,156290,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
8/23/2024,153,AMPHIPORUS FORMIDABILIS,147983,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,AMPHIPORIDAE
8/23/2024,154,AMPHIPORUS OCHRACEUS,156301,,EST,NEMERTEA,HOPLONEMERTEA,MONOSTILIFERA,AMPHIPORIDAE
8/23/2024,155,AMPHITRITE ORNATA,157166,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
8/23/2024,156,AMPHIURIDAE,123206,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
8/23/2024,157,AMPITHOE,101459,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPITHOIDAE
8/23/2024,158,AMPITHOE VALIDA,102005,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPITHOIDAE
8/23/2024,159,AMPITHOIDAE,101366,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AMPITHOIDAE
8/23/2024,160,ANADARA TRANSVERSA,156734,,EST,MOLLUSCA,BIVALVIA,ARCIDA,ARCIDAE
8/23/2024,161,ANAMIXIS CAVATURA,421483,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,LEUCOTHOIDAE
8/23/2024,162,ANCINUS DEPRESSUS,258872,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,ANCINIDAE
8/23/2024,163,ANCISTROSYLLIS,129462,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PILARGIDAE
8/23/2024,164,ANCISTROSYLLIS CAROLINENSIS,157167,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PILARGIDAE
8/23/2024,165,ANCISTROSYLLIS COMMENSALIS,326443,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PILARGIDAE
8/23/2024,166,ANCISTROSYLLIS HAMATA,332974,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PILARGIDAE
8/23/2024,167,ANCISTROSYLLIS HARTMANAE,157168,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PILARGIDAE
8/23/2024,168,ANCISTROSYLLIS JONESI,157174,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PILARGIDAE
8/23/2024,169,ANCISTROSYLLIS PAPILLOSA,421051,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PILARGIDAE
8/23/2024,170,ANCYLIDAE,819720,76568,GL,MOLLUSCA,GASTROPODA,,ANCYLIDAE
8/23/2024,171,ANEMONACTIS,100747,,EST,CNIDARIA,ANTHOZOA,ACTINIARIA,HALOCLAVIDAE
8/23/2024,172,ANISOGAMMARUS PUGETTENSIS,423136,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,ANISOGAMMARIDAE
8/23/2024,173,ANISOPTERA,,101594,GL,ARTHROPODA,INSECTA,ODONATA,
8/23/2024,174,ANOBOTHRUS GRACILIS,129789,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
8/23/2024,175,ANOMALOCARDIA CUNEIMERIS,507441,,EST,MOLLUSCA,BIVALVIA,VENERIDA,VENERIDAE
8/23/2024,176,ANOMIA SIMPLEX,156737,,EST,MOLLUSCA,BIVALVIA,PECTINIDA,ANOMIIDAE
8/23/2024,177,ANONYX,101592,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,URISTIDAE
8/23/2024,178,ANONYX LILLJEBORGI,102513,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,URISTIDAE
8/23/2024,179,ANONYX SARSI,102516,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,URISTIDAE
8/23/2024,180,ANOPLODACTYLUS,134592,,EST,ARTHROPODA,PYCNOGONIDA,PANTOPODA,PHOXICHILIDIIDAE
8/23/2024,181,ANOPLODACTYLUS ERECTUS,240169,,EST,ARTHROPODA,PYCNOGONIDA,PANTOPODA,PHOXICHILIDIIDAE
8/23/2024,182,ANOPLODACTYLUS PETIOLATUS,134723,,EST,ARTHROPODA,PYCNOGONIDA,PANTOPODA,PHOXICHILIDIIDAE
8/23/2024,183,ANOTOMASTUS GORDIODES,332979,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
8/23/2024,184,ANTHOZOA,1292,,EST,CNIDARIA,ANTHOZOA,,
8/23/2024,185,ANTHURIDAE,118244,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,ANTHURIDAE
8/23/2024,186,AONIDES GLANDULOSA,326471,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
8/23/2024,187,AONIDES MAYAGUEZENSIS,157179,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
8/23/2024,188,AORIDAE,101368,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AORIDAE
8/23/2024,189,AOROIDES,488679,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AORIDAE
8/23/2024,190,AOROIDES EXILIS,488684,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AORIDAE
8/23/2024,191,AOROIDES INTERMEDIUS,488686,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AORIDAE
8/23/2024,192,AOROIDES SPINOSUS,488696,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AORIDAE
8/23/2024,193,APHELOCHAETA,129240,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,CIRRATULIDAE
8/23/2024,194,APHELOCHAETA GLANDARIA,326478,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,CIRRATULIDAE
8/23/2024,195,APHELOCHAETA MARIONI,129938,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,CIRRATULIDAE
8/23/2024,196,APHELOCHAETA MONILARIS,332990,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,CIRRATULIDAE
8/23/2024,197,APHRODITA,129194,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,APHRODITIDAE
8/23/2024,198,APHRODITA HASTATA,157181,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,APHRODITIDAE
8/23/2024,199,APHRODITIDAE,938,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,APHRODITIDAE
8/23/2024,200,APHRODITIFORMIA,927,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,
8/23/2024,201,APIONSOMA (APIONSOMA) MISAKIANUM,266492,,EST,SIPUNCULA,PHASCOLOSOMATIDEA,PHASCOLOSOMATIDA,PHASCOLOSOMATIDAE
8/23/2024,202,APIONSOMA (APIONSOMA) TRICHOCEPHALUS,266495,,EST,ANNELIDA,PHASCOLOSOMATIDEA,SIPUNCULA,PHASCOLOSOMATIDAE
