PUBLICATION_DATE,UID,SITE_ID,YEAR,VISIT_NO,DATE_COL,STUDY,PSTL_CODE,LAT_DD83,LON_DD83,XCOORD,YCOORD,UNIQUE_ID,WGT_CAT_AP,WGT_SP_AP,DWH_REGION,EPA_REG,EST_GROUP,EVAL_CAT,FEAT_NM,FRAME1999,FRAME2005,FRAME2010,FRAME2015,NCA_REG,NCCA_REG,NEP_NAME,NEP_NAT,PANEL_RVST,PANEL_SOT,PANEL_USE,PANEL_WGT,PROB_CAT,PROVINCE,SITETYPE,SMALL_EST,STATE_NM,STRATUM,TNT_CAT,WGT_CAT,WGT_SP,WTBDY_NM,LAT_DD,LON_DD,STATION_DEPTH,INDEX_AP,INDEX_FPLG15,INDEX_FTIS15,INDEX_NCCA15,COUNTRY,GREAT_LAKE,NPS_PARK
4/29/2021,177281,MACA15-3015,2015,1,8/27/2015,Estuarine,MA,41.52040028,-70.26235416,2105907.152,737387.724,NCA_MA-10173,,,Outside Gulf Coast,Region_01,AP_Other,Target_Sampled,Nantucket_Sound,Exclude,Exclude,Include,Include,East_Coast,Northeast,Not_NEP,Not_NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"AP_Other_(250,1500]",Virginian Province,PROB,Large,Massachusetts,AP_Massachusetts_Region_5,Target,NCA_MA_AP_Massachusetts_Region_5,124.2745022,Nantucket_Sound,41.520564,-70.262575,16.5,,Y,Y,Y,,,
4/29/2021,174496,MACA15-3016,2015,1,7/29/2015,Estuarine,MA,41.374331,-70.40220199,2099094.128,718537.101,NCA_MA-10174,,,Outside Gulf Coast,Region_01,AP_Other,Target_Sampled,Nantucket_Sound,Exclude,Exclude,Include,Include,East_Coast,Northeast,Not_NEP,Not_NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"AP_Other_(250,1500]",Virginian Province,PROB,Large,Massachusetts,AP_Massachusetts_Region_5,Target,NCA_MA_AP_Massachusetts_Region_5,124.2745022,Nantucket_Sound,41.374298,-70.402268,13,,Y,Y,Y,,,
4/29/2021,172980,MACA15-3022,2015,1,8/19/2015,Estuarine,MA,41.75979642,-70.71127247,2063009.726,753371.663,NCA_MA-10148,,,Outside Gulf Coast,Region_01,AP_Buzzards_Bay,Target_Sampled,Buzzards_Bay,Include,Include,Include,Include,East_Coast,Northeast,Buzzards Bay Estuary Program,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10_RVT2,NCA_NO_NO_10_15,"AP_Buzzards_Bay_(0,5]",Virginian Province,PROB,Large,Massachusetts,AP_Massachusetts_Region_6,Target,NCA_MA_AP_Massachusetts_Region_6,6.816825815,Buzzards_Bay,41.759643,-70.711252,1.2,,Y,Y,Y,,,
4/29/2021,183321,MACA15-3022,2015,2,9/18/2015,Estuarine,MA,41.75979642,-70.71127247,2063009.726,753371.663,NCA_MA-10148,,,Outside Gulf Coast,Region_01,AP_Buzzards_Bay,Target_Sampled,Buzzards_Bay,Include,Include,Include,Include,East_Coast,Northeast,Buzzards Bay Estuary Program,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10_RVT2,NCA_NO_NO_10_15,"AP_Buzzards_Bay_(0,5]",Virginian Province,PROB,Large,Massachusetts,AP_Massachusetts_Region_6,Target,NCA_MA_AP_Massachusetts_Region_6,6.816825815,Buzzards_Bay,41.759621,-70.711347,1.5,,N,N,N,,,
4/29/2021,173815,MACA15-3023,2015,1,7/24/2015,Estuarine,MA,41.66293448,-70.72820445,2064509.617,742546.481,NCA_MA-10149,,,Outside Gulf Coast,Region_01,AP_Buzzards_Bay,Target_Sampled,Buzzards_Bay,Include,Include,Include,Include,East_Coast,Northeast,Buzzards Bay Estuary Program,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10_RVT2,NCA_NO_NO_10_15,"AP_Buzzards_Bay_(20,600]",Virginian Province,PROB,Large,Massachusetts,AP_Massachusetts_Region_6,Target,NCA_MA_AP_Massachusetts_Region_6,52.35383006,Buzzards_Bay,41.662918,-70.728358,7,,Y,Y,Y,,,
4/29/2021,183322,MACA15-3023,2015,2,9/17/2015,Estuarine,MA,41.66293448,-70.72820445,2064509.617,742546.481,NCA_MA-10149,,,Outside Gulf Coast,Region_01,AP_Buzzards_Bay,Target_Sampled,Buzzards_Bay,Include,Include,Include,Include,East_Coast,Northeast,Buzzards Bay Estuary Program,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10_RVT2,NCA_NO_NO_10_15,"AP_Buzzards_Bay_(20,600]",Virginian Province,PROB,Large,Massachusetts,AP_Massachusetts_Region_6,Target,NCA_MA_AP_Massachusetts_Region_6,52.35383006,Buzzards_Bay,41.662995,-70.728312,6,,N,N,N,,,
4/29/2021,175211,MACA15-3024,2015,1,9/17/2015,Estuarine,MA,41.49272865,-70.96546049,2050540.36,719024.595,NCA_MA-10150,,,Outside Gulf Coast,Region_01,AP_Buzzards_Bay,Target_Sampled,Buzzards_Bay,Include,Include,Include,Include,East_Coast,Northeast,Buzzards Bay Estuary Program,NEP,NCA_NO_NO_10_15,NCA_NO_NO_10_15,Base10,NCA_NO_NO_10_15,"AP_Buzzards_Bay_(20,600]",Virginian Province,PROB,Large,Massachusetts,AP_Massachusetts_Region_6,Target,NCA_MA_AP_Massachusetts_Region_6,52.35383006,Buzzards_Bay,41.492635,-70.965376,7.9,,Y,Y,Y,,,
4/29/2021,168973,MACA15-3034,2015,1,6/15/2015,Estuarine,MA,42.81061759,-70.82960778,2022823.994,864215.626,NCA_MA-10181,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Merrimack_River,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(0,10]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_1,Target,NCA_MA_AP_Massachusetts_Region_1,0.629209623,Merrimack_River,42.810611,-70.829663,2.1,,Y,Y,Y,,,
4/29/2021,169349,MACA15-3035,2015,1,6/18/2015,Estuarine,MA,42.70421367,-70.82175114,2026554.188,852907.003,NCA_MA-10182,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Plum_Island_Sound,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_1,Target,NCA_MA_AP_Massachusetts_Region_1,0.731631612,Plum_Island_Sound,42.704228,-70.821767,1.2,,Y,Y,Y,,,
4/29/2021,169291,MACA15-3036,2015,1,6/16/2015,Estuarine,MA,42.66781484,-70.67486828,2039167.484,852123.715,NCA_MA-10183,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Ipswich_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_1,Target,NCA_MA_AP_Massachusetts_Region_1,0.731631612,Ipswich_Bay,42.667777,-70.674906,4.3,,Y,Y,Y,,,
4/29/2021,169292,MACA15-3037,2015,1,6/16/2015,Estuarine,MA,42.69413165,-70.73522539,2033649.977,853668.046,NCA_MA-10184,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Ipswich_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_1,Target,NCA_MA_AP_Massachusetts_Region_1,0.731631612,Ipswich_Bay,42.694062,-70.735264,8.9,,Y,Y,Y,,,
4/29/2021,1000024,MACA15-3038,2015,1,6/17/2015,Estuarine,MA,42.59880735,-70.68077445,2040733.953,844556.082,NCA_MA-10185,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Gloucester_Harbor,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(0,10]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_1,Target,NCA_MA_AP_Massachusetts_Region_1,0.629209623,Gloucester_Harbor,42.598818,-70.680793,6.1,,Y,Y,Y,,,
4/29/2021,169342,MACA15-3039,2015,1,6/18/2015,Estuarine,MA,42.73806877,-70.80597498,2026802.766,856894.897,NCA_MA-10186,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Plum_Island_Sound,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_1,Target,NCA_MA_AP_Massachusetts_Region_1,0.731631612,Plum_Island_Sound,42.738071,-70.805975,3.3,,Y,Y,Y,,,
4/29/2021,171760,MACA15-3047,2015,1,7/10/2015,Estuarine,MA,42.25435374,-70.92829003,2031294.023,802087.971,NCA_MA-10188,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Massachusetts_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_2,Target,NCA_MA_AP_Massachusetts_Region_2,8.588613353,Massachusetts_Bay,42.25419,-70.928172,3.3,,Y,Y,Y,,,
4/29/2021,171610,MACA15-3048,2015,1,7/10/2015,Estuarine,MA,42.31331768,-71.00553612,2023466.567,806806.175,NCA_MA-10189,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Massachusetts_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(0,10]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_2,Target,NCA_MA_AP_Massachusetts_Region_2,2.337330972,Massachusetts_Bay,42.313325,-71.005498,2.8,,Y,Y,Y,,,
4/29/2021,171460,MACA15-3049,2015,1,7/8/2015,Estuarine,MA,42.53484468,-70.85623792,2028794.014,833899.895,NCA_MA-10190,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Salem_Sound,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_2,Target,NCA_MA_AP_Massachusetts_Region_2,8.588613353,Salem_Sound,42.53486,-70.856223,9.3,,Y,Y,Y,,,
4/29/2021,171611,MACA15-3050,2015,1,7/9/2015,Estuarine,MA,42.34590606,-71.01932256,2021429.435,810031.476,NCA_MA-10191,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Massachusetts_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(0,10]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_2,Target,NCA_MA_AP_Massachusetts_Region_2,2.337330972,Massachusetts_Bay,42.345789,-71.019388,15.3,,Y,Y,Y,,,
4/29/2021,171683,MACA15-3051,2015,1,7/9/2015,Estuarine,MA,42.34689885,-70.9670647,2025531.069,811251.356,NCA_MA-10192,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Massachusetts_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(0,10]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_2,Target,NCA_MA_AP_Massachusetts_Region_2,2.337330972,Massachusetts_Bay,42.34689885,-70.96713,4,,Y,Y,Y,,,
4/29/2021,171684,MACA15-3052,2015,1,7/9/2015,Estuarine,MA,42.28452398,-70.91404061,2031541.291,805649.573,NCA_MA-10193,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Massachusetts_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,OverSamp,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_2,Target,NCA_MA_AP_Massachusetts_Region_2,8.588613353,Massachusetts_Bay,42.284454,-70.913463,10,,Y,Y,Y,,,
4/29/2021,176763,MACA15-3058,2015,1,8/18/2015,Estuarine,MA,42.14488782,-70.70466308,2052204.387,795077.662,NCA_MA-10194,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,North_South_Rivers,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(0,10]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_3,Target,NCA_MA_AP_Massachusetts_Region_3,1.145369584,North_South_Rivers,42.14498,-70.704658,2,,Y,Y,Y,,,
4/29/2021,172750,MACA15-3059,2015,1,7/16/2015,Estuarine,MA,42.0292145,-70.65173067,2059806.792,783741.245,NCA_MA-10195,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Duxbury_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_3,Target,NCA_MA_AP_Massachusetts_Region_3,1.356848115,Duxbury_Bay,42.029249,-70.651278,3.3,,Y,Y,Y,,,
4/29/2021,172751,MACA15-3060,2015,1,7/16/2015,Estuarine,MA,42.01550227,-70.62840148,2062061.946,782767.618,NCA_MA-10196,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Duxbury_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_3,Target,NCA_MA_AP_Massachusetts_Region_3,1.356848115,Duxbury_Bay,42.015466,-70.628374,3.5,,Y,Y,Y,,,
4/29/2021,172790,MACA15-3061,2015,1,7/16/2015,Estuarine,MA,41.95968463,-70.65868284,2061304.839,776087.637,NCA_MA-10197,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Plymouth_Harbor,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(0,10]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_3,Target,NCA_MA_AP_Massachusetts_Region_3,1.145369584,Plymouth_Harbor,41.959684,-70.658592,5.3,,Y,Y,Y,,,
4/29/2021,172511,MACA15-3062,2015,1,7/15/2015,Estuarine,MA,41.99760734,-70.6796714,2058521.241,779725.12,NCA_MA-10198,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Kingston_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_3,Target,NCA_MA_AP_Massachusetts_Region_3,1.356848115,Kingston_Bay,41.997589,-70.679651,3.1,,Y,Y,Y,,,
4/29/2021,172510,MACA15-3063,2015,1,7/15/2015,Estuarine,MA,41.97968118,-70.67900593,2059102.055,777805.003,NCA_MA-10199,,,Outside Gulf Coast,Region_01,AP_Massachusetts_Bays,Target_Sampled,Kingston_Bay,Include,Include,Include,Include,East_Coast,Northeast,Massachusetts Bays,NEP,NCA_NO_NO_NO_15,NCA_NO_NO_NO_15,Base15,NCA_NO_NO_NO_15,"AP_Massachusetts_Bay_(10,50]",Acadian Province,PROB,Small,Massachusetts,AP_Massachusetts_Region_3,Target,NCA_MA_AP_Massachusetts_Region_3,1.356848115,Kingston_Bay,41.979656,-70.678961,3.5,,Y,Y,Y,,,
