"PUBLICATION_DATE","TAXA_ID","UID","SITE_ID","VISIT_NO","LAT_DD83","LON_DD83","YEAR","DATE_COL","STUDY","PSTL_CODE","NCCA_REG","INDEX_AP","INDEX_NCCA15","IS_DISTINCT","TOTAL","TARGET_TAXON","APHIA_ID","ITISTSN","HABITAT","PHYLUM","CLASS","ORDER","FAMILY"
"4/27/2021",1011,182076,"NCCA15-2264",1,35.97398699,-76.61532429,2015,"11-Sep-15","Albemarle_Pamlico","NC","Southeast","Y","","Y",41,"HEXAGENIA LIMBATA",NA,101552,"EST","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERIDAE"
"4/27/2021",1011,181022,"NCCA15-1148",1,35.99681995,-76.53066727,2015,"4-Sep-15","Estuarine","NC","Southeast","Y","Y","Y",25,"HEXAGENIA LIMBATA",NA,101552,"EST","ARTHROPODA","INSECTA","EPHEMEROPTERA","EPHEMERIDAE"
"4/27/2021",1013,174473,"NCCA15-2367",1,25.87209094,-81.64346956,2015,"27-Jul-15","Estuarine","FL","Gulf","","Y","Y",4,"HEXAPANOPEUS ANGUSTIFRONS",158424,NA,"EST","ARTHROPODA","MALACOSTRACA","DECAPODA","PANOPEIDAE"
"4/27/2021",1013,1000084,"NCCA15-2110",1,41.03989956,-73.11650245,2015,"22-Jul-15","Estuarine","NY","Northeast","","Y","Y",3,"HEXAPANOPEUS ANGUSTIFRONS",158424,NA,"EST","ARTHROPODA","MALACOSTRACA","DECAPODA","PANOPEIDAE"
"4/27/2021",1013,1000085,"NCCA15-2114",1,41.0564413,-73.1157439,2015,"22-Jul-15","Estuarine","NY","Northeast","","Y","Y",1,"HEXAPANOPEUS ANGUSTIFRONS",158424,NA,"EST","ARTHROPODA","MALACOSTRACA","DECAPODA","PANOPEIDAE"
"4/27/2021",1013,170938,"NCCA15-1179",1,29.04252444,-80.90404245,2015,"1-Jul-15","Estuarine","FL","Southeast","","Y","Y",4,"HEXAPANOPEUS ANGUSTIFRONS",158424,NA,"EST","ARTHROPODA","MALACOSTRACA","DECAPODA","PANOPEIDAE"
"4/27/2021",1014,168830,"NCCA15-1015",1,43.63561812,-70.10551911,2015,"16-Jun-15","Estuarine","ME","Northeast","","Y","Y",2,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,172945,"MACA15-3008",1,41.99127182,-70.6584189,2015,"17-Jul-15","Estuarine","MA","Northeast","","Y","Y",1,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,173228,"SCCA15-5367",1,32.48723162,-80.58004402,2015,"20-Jul-15","Estuarine","SC","Southeast","","Y","Y",15,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,171684,"MACA15-3052",1,42.28452398,-70.91404061,2015,"9-Jul-15","Estuarine","MA","Northeast","","Y","Y",1,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,173306,"NCCA15-1082",1,44.41311206,-68.91669301,2015,"21-Jul-15","Estuarine","ME","Northeast","","Y","Y",1,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,173511,"NCCA15-1079",1,44.08842371,-68.70664006,2015,"22-Jul-15","Estuarine","ME","Northeast","","Y","Y",4,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,175043,"MACA15-3073",1,41.9450516,-70.11524208,2015,"16-Sep-15","Estuarine","MA","Northeast","","Y","Y",1,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,178493,"NCCA15-1013",2,43.67636349,-69.96624125,2015,"26-Aug-15","Estuarine","ME","Northeast","","N","Y",1,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,174951,"NCCA15-2401",1,29.11445968,-82.84233042,2015,"30-Jul-15","Estuarine","FL","Gulf","","Y","Y",11,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,176913,"SCCA15-5089",1,32.93490927,-79.63527418,2015,"17-Aug-15","Estuarine","SC","Southeast","","Y","Y",2,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,172862,"NCCA15-2070",1,44.08611826,-68.95190839,2015,"16-Jul-15","Estuarine","ME","Northeast","","Y","Y",14,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,169110,"NCCA15-1016",1,43.67252466,-70.06217797,2015,"17-Jun-15","Estuarine","ME","Northeast","","Y","Y",1,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,169100,"NCCA15-2044",1,43.6668963,-69.99259874,2015,"17-Jun-15","Estuarine","ME","Northeast","","Y","Y",2,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,173764,"SCCA15-5368",1,32.58343927,-80.57893621,2015,"23-Jul-15","Estuarine","SC","Southeast","","Y","Y",1,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,172302,"NCCA15-1037",2,43.09611327,-70.78030373,2015,"14-Jul-15","Estuarine","NH","Northeast","","N","Y",1,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,171521,"NCCA15-1017",1,43.73904032,-69.98100698,2015,"8-Jul-15","Estuarine","ME","Northeast","","Y","Y",2,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,168680,"NCCA15-2046",1,43.64608028,-70.14698673,2015,"15-Jun-15","Estuarine","ME","Northeast","","Y","Y",1,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,173753,"NCCA15-2069",1,44.19220305,-68.74983385,2015,"23-Jul-15","Estuarine","ME","Northeast","","Y","Y",8,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,172951,"NCCA15-1206",1,32.32661387,-80.83445891,2015,"17-Jul-15","Estuarine","SC","Southeast","","Y","Y",11,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,173762,"NCCA15-1215",1,32.50247938,-80.64021371,2015,"24-Jul-15","Estuarine","SC","Southeast","","Y","Y",13,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1014,168831,"NCCA15-2047",1,43.65810723,-70.10092096,2015,"16-Jun-15","Estuarine","ME","Northeast","","Y","Y",1,"HIATELLA ARCTICA",140103,NA,"EST","MOLLUSCA","BIVALVIA","ADAPEDONTA","HIATELLIDAE"
"4/27/2021",1016,171702,"NCCA15-2317",1,28.456796,-80.76062059,2015,"8-Jul-15","Estuarine","FL","Southeast","","Y","Y",1,"HIPPOLYTE PLEURACANTHA",158360,NA,"EST","ARTHROPODA","MALACOSTRACA","DECAPODA","HIPPOLYTIDAE"
"4/27/2021",1017,175741,"NCCA15-1667",1,24.72416448,-81.2809025,2015,"5-Aug-15","Estuarine","FL","Gulf","","Y","Y",1,"HIPPOLYTE ZOSTERICOLA",158361,NA,"EST","ARTHROPODA","MALACOSTRACA","DECAPODA","HIPPOLYTIDAE"
"4/27/2021",1017,171702,"NCCA15-2317",1,28.456796,-80.76062059,2015,"8-Jul-15","Estuarine","FL","Southeast","","Y","Y",1,"HIPPOLYTE ZOSTERICOLA",158361,NA,"EST","ARTHROPODA","MALACOSTRACA","DECAPODA","HIPPOLYTIDAE"
"4/27/2021",1017,180362,"NCCA15-1440",1,28.80214861,-82.74407312,2015,"3-Sep-15","Estuarine","FL","Gulf","","Y","Y",2,"HIPPOLYTE ZOSTERICOLA",158361,NA,"EST","ARTHROPODA","MALACOSTRACA","DECAPODA","HIPPOLYTIDAE"
"4/27/2021",1018,178784,"MACA15-3087",1,41.30122672,-70.03260292,2015,"26-Aug-15","Estuarine","MA","Northeast","","Y","Y",1,"HIPPOLYTIDAE",106777,NA,"EST","ARTHROPODA","MALACOSTRACA","DECAPODA","HIPPOLYTIDAE"
"4/27/2021",1019,175044,"MACA15-3076",1,41.81346871,-70.49153014,2015,"7-Aug-15","Estuarine","MA","Northeast","","Y","Y",11,"HIPPOMEDON",101610,NA,"EST","ARTHROPODA","MALACOSTRACA","AMPHIPODA","TRYPHOSIDAE"
"4/27/2021",102,171703,"NCCA15-2322",1,28.72207526,-80.83388637,2015,"8-Jul-15","Estuarine","FL","Southeast","","Y","Y",3,"AMERYCINA PERISCOPIANA",876578,NA,"EST","MOLLUSCA","BIVALVIA","","LASAEIDAE"
"4/27/2021",102,170843,"NCCA15-2387",1,29.78337178,-84.68032455,2015,"1-Jul-15","Estuarine","FL","Gulf","","Y","Y",23,"AMERYCINA PERISCOPIANA",876578,NA,"EST","MOLLUSCA","BIVALVIA","","LASAEIDAE"
"4/27/2021",102,171481,"NCCA15-2384",1,29.69317385,-84.86316016,2015,"7-Jul-15","Estuarine","FL","Gulf","","Y","Y",1,"AMERYCINA PERISCOPIANA",876578,NA,"EST","MOLLUSCA","BIVALVIA","","LASAEIDAE"
"4/27/2021",102,171480,"NCCA15-1311",1,29.75358661,-84.83461458,2015,"7-Jul-15","Estuarine","FL","Gulf","","Y","Y",6,"AMERYCINA PERISCOPIANA",876578,NA,"EST","MOLLUSCA","BIVALVIA","","LASAEIDAE"
"4/27/2021",102,172664,"SCCA15-5366",1,32.27654539,-80.74647394,2015,"15-Jul-15","Estuarine","SC","Southeast","","Y","Y",2,"AMERYCINA PERISCOPIANA",876578,NA,"EST","MOLLUSCA","BIVALVIA","","LASAEIDAE"
"4/27/2021",102,171772,"NCCA15-2398",1,30.10134607,-85.56132372,2015,"9-Jul-15","Estuarine","FL","Gulf","","Y","Y",4,"AMERYCINA PERISCOPIANA",876578,NA,"EST","MOLLUSCA","BIVALVIA","","LASAEIDAE"
"4/27/2021",1020,177121,"NCCA15-2053",1,43.45834592,-70.33594471,2015,"19-Aug-15","Estuarine","ME","Northeast","","Y","Y",2,"HIPPOMEDON SERRATUS",158102,NA,"EST","ARTHROPODA","MALACOSTRACA","AMPHIPODA","TRYPHOSIDAE"
"4/27/2021",1021,180233,"NCCA15-2187",1,38.7027703,-77.08962815,2015,"1-Sep-15","Estuarine","MD","Northeast","","Y","Y",3,"HIRUDINEA",2041,NA,"EST","ANNELIDA","CLITELLATA","",""
"4/27/2021",1023,173215,"NCCA15-1152",1,35.97818513,-76.38691101,2015,"20-Jul-15","Estuarine","NC","Southeast","Y","Y","Y",4,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,171183,"NCCA15-1040",1,43.07266513,-70.86283196,2015,"7-Jul-15","Estuarine","NH","Northeast","","Y","Y",2,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,170270,"NCCA15-2081",1,43.0597645,-70.8937171,2015,"29-Jun-15","Estuarine","NH","Northeast","","Y","Y",1,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,170371,"NCCA15-2252",1,36.45307802,-75.88843686,2015,"29-Jun-15","Estuarine","NC","Southeast","Y","Y","Y",4,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,169930,"NCCA15-2253",1,36.05365784,-75.90266363,2015,"25-Jun-15","Estuarine","NC","Southeast","Y","Y","Y",1,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,169045,"NCCA15-1042",1,43.17174176,-70.82880703,2015,"17-Jun-15","Estuarine","NH","Northeast","","Y","Y",993,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,174487,"NCCA15-2138",1,40.35549203,-74.07857288,2015,"29-Jul-15","Estuarine","NJ","Northeast","","Y","Y",2,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,168650,"NCCA15-1038",1,43.1681953,-70.86184462,2015,"15-Jun-15","Estuarine","NH","Northeast","","Y","Y",64,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,171040,"NCCA15-2078",1,43.07908107,-70.93429578,2015,"6-Jul-15","Estuarine","NH","Northeast","","Y","Y",57,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,171280,"NCCA15-1516",1,36.76902572,-76.29667454,2015,"8-Jul-15","Estuarine","VA","Northeast","","Y","Y",2,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,170080,"NCCA15-2244",1,35.98201081,-75.67460897,2015,"26-Jun-15","Estuarine","NC","Southeast","Y","Y","Y",1,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,169656,"NCCA15-2379",1,30.16364918,-84.22931646,2015,"22-Jun-15","Estuarine","FL","Gulf","","Y","Y",7,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,171995,"NCCA15-1038",2,43.1681953,-70.86184462,2015,"13-Jul-15","Estuarine","NH","Northeast","","N","Y",117,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,185911,"NCCA15-2270",1,36.34229946,-75.86968184,2015,"30-Sep-15","Albemarle_Pamlico","NC","Southeast","Y","","Y",3,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,184266,"NCCA15-2272",1,36.50788255,-76.0768253,2015,"23-Sep-15","Albemarle_Pamlico","NC","Southeast","Y","","Y",4,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,173210,"NCCA15-2257",1,35.96550221,-76.37491531,2015,"20-Jul-15","Estuarine","NC","Southeast","Y","Y","Y",7,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,170213,"NCCA15-1157",1,36.44132983,-75.95631465,2015,"28-Jun-15","Estuarine","NC","Southeast","Y","Y","Y",1,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1023,182916,"NCCA15-1174",1,35.99509405,-76.17528567,2015,"17-Sep-15","Albemarle_Pamlico","NC","Southeast","Y","","Y",3,"HOBSONIA FLORIDA",333624,NA,"EST","ANNELIDA","POLYCHAETA","TEREBELLIDA","AMPHARETIDAE"
"4/27/2021",1024,178900,"NCCA15-2140",1,40.93077621,-72.58907641,2015,"25-Aug-15","Estuarine","NY","Northeast","","Y","Y",1,"HOLOTHUROIDEA",123083,NA,"EST","ECHINODERMATA","HOLOTHUROIDEA","",""
"4/27/2021",1025,175741,"NCCA15-1667",1,24.72416448,-81.2809025,2015,"5-Aug-15","Estuarine","FL","Gulf","","Y","Y",2,"HOPLOPHEONOIDES OBESA",421463,NA,"EST","ARTHROPODA","MALACOSTRACA","AMPHIPODA","CYPROIDEIDAE"
"4/27/2021",1026,176225,"NCCA15-2355",1,25.18820345,-80.41415986,2015,"10-Aug-15","Estuarine","FL","Gulf","","Y","Y",38,"HOPLOPOLEMIUS PROPINQUUS",884311,NA,"EST","ARTHROPODA","MALACOSTRACA","TANAIDACEA","METAPSEUDIDAE"
"4/27/2021",1026,176493,"NCCA15-2334",1,25.31649838,-80.33280375,2015,"11-Aug-15","Estuarine","FL","Gulf","","Y","Y",1,"HOPLOPOLEMIUS PROPINQUUS",884311,NA,"EST","ARTHROPODA","MALACOSTRACA","TANAIDACEA","METAPSEUDIDAE"
"4/27/2021",1026,175230,"NCCA15-1647",1,25.27669754,-80.37430949,2015,"3-Aug-15","Estuarine","FL","Gulf","","Y","Y",5,"HOPLOPOLEMIUS PROPINQUUS",884311,NA,"EST","ARTHROPODA","MALACOSTRACA","TANAIDACEA","METAPSEUDIDAE"
"4/27/2021",1026,175741,"NCCA15-1667",1,24.72416448,-81.2809025,2015,"5-Aug-15","Estuarine","FL","Gulf","","Y","Y",2,"HOPLOPOLEMIUS PROPINQUUS",884311,NA,"EST","ARTHROPODA","MALACOSTRACA","TANAIDACEA","METAPSEUDIDAE"
"4/27/2021",1026,177323,"NCCA15-1647",2,25.27669754,-80.37430949,2015,"20-Aug-15","Estuarine","FL","Gulf","","N","Y",2,"HOPLOPOLEMIUS PROPINQUUS",884311,NA,"EST","ARTHROPODA","MALACOSTRACA","TANAIDACEA","METAPSEUDIDAE"
"4/27/2021",1026,175935,"NCCA15-1648",1,25.23087664,-80.400585,2015,"6-Aug-15","Estuarine","FL","Gulf","","Y","Y",1,"HOPLOPOLEMIUS PROPINQUUS",884311,NA,"EST","ARTHROPODA","MALACOSTRACA","TANAIDACEA","METAPSEUDIDAE"
"4/27/2021",1026,175740,"NCCA15-1683",1,24.70726415,-81.33334756,2015,"5-Aug-15","Estuarine","FL","Gulf","","Y","Y",5,"HOPLOPOLEMIUS PROPINQUUS",884311,NA,"EST","ARTHROPODA","MALACOSTRACA","TANAIDACEA","METAPSEUDIDAE"
"4/27/2021",1026,175401,"NCCA15-1679",1,24.7184005,-81.48344303,2015,"4-Aug-15","Estuarine","FL","Gulf","","Y","Y",3,"HOPLOPOLEMIUS PROPINQUUS",884311,NA,"EST","ARTHROPODA","MALACOSTRACA","TANAIDACEA","METAPSEUDIDAE"
"4/27/2021",1027,171702,"NCCA15-2317",1,28.456796,-80.76062059,2015,"8-Jul-15","Estuarine","FL","Southeast","","Y","Y",4,"HOURSTONIUS LAGUNA",421444,NA,"EST","ARTHROPODA","MALACOSTRACA","AMPHIPODA","AMPHILOCHIDAE"
"4/27/2021",1027,180362,"NCCA15-1440",1,28.80214861,-82.74407312,2015,"3-Sep-15","Estuarine","FL","Gulf","","Y","Y",1,"HOURSTONIUS LAGUNA",421444,NA,"EST","ARTHROPODA","MALACOSTRACA","AMPHIPODA","AMPHILOCHIDAE"
"4/27/2021",1028,183424,"NCCA15-1599",2,38.3870205,-75.11495224,2015,"17-Sep-15","Estuarine","MD","Northeast","","N","Y",2,"HOURSTONIUS TORTUGAE",421445,NA,"EST","ARTHROPODA","MALACOSTRACA","AMPHIPODA","AMPHILOCHIDAE"
"4/27/2021",1029,177451,"NCCA15-1574",1,41.21325318,-72.730793,2015,"19-Aug-15","Estuarine","CT","Northeast","","Y","Y",1,"HUTCHINSONIELLA MACRACANTHA",378162,NA,"EST","ARTHROPODA","CEPHALOCARIDA","BRACHYPODA","HUTCHINSONIELLIDAE"
"4/27/2021",1029,169422,"NCCA15-2109",1,40.99705754,-73.31691512,2015,"13-Aug-15","Estuarine","NY","Northeast","","Y","Y",1,"HUTCHINSONIELLA MACRACANTHA",378162,NA,"EST","ARTHROPODA","CEPHALOCARIDA","BRACHYPODA","HUTCHINSONIELLIDAE"
"4/27/2021",1030,169656,"NCCA15-2379",1,30.16364918,-84.22931646,2015,"22-Jun-15","Estuarine","FL","Gulf","","Y","Y",166,"HYALELLA",158104,NA,"EST","ARTHROPODA","MALACOSTRACA","AMPHIPODA","HYALELLIDAE"
"4/27/2021",1030,174571,"NCCA15-2132",1,40.48329341,-74.26485551,2015,"28-Jul-15","Estuarine","NJ","Northeast","","Y","Y",3,"HYALELLA",158104,NA,"EST","ARTHROPODA","MALACOSTRACA","AMPHIPODA","HYALELLIDAE"
"4/27/2021",1033,176760,"NCCA15-1668",1,25.21896172,-80.46148131,2015,"13-Aug-15","Estuarine","FL","Gulf","","Y","Y",9,"HYBOSCOLEX QUADRICINCTA",328431,NA,"EST","ANNELIDA","POLYCHAETA","","SCALIBREGMATIDAE"
"4/27/2021",1033,176225,"NCCA15-2355",1,25.18820345,-80.41415986,2015,"10-Aug-15","Estuarine","FL","Gulf","","Y","Y",1,"HYBOSCOLEX QUADRICINCTA",328431,NA,"EST","ANNELIDA","POLYCHAETA","","SCALIBREGMATIDAE"
"4/27/2021",1036,174475,"NCCA15-2278",1,33.9124978,-78.01842905,2015,"29-Jul-15","Estuarine","NC","Southeast","","Y","Y",1,"HYDROBIIDAE",120,NA,"EST","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE"
"4/27/2021",1036,168430,"NCCA15-1550",1,39.20249969,-75.35746331,2015,"11-Jun-15","Estuarine","DE","Northeast","","Y","Y",4,"HYDROBIIDAE",120,NA,"EST","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE"
