UID,SITE_ID,STATE,VISIT_NO,DATE_COL,SCREENSIZE,TAXON_ORIGINAL,TAXON_CORRECTED,TOTAL,ADULT,CONDITION,DISTINCT,FLAGGED,IMMATURE,INDETERMINATE,LAB_TIN,LARVAE,NUM_AGGREGATED,PUPAE,QA_CODE,QA_COMMENTS,SAMPLE_ID,WORMS_STATUS,WORMS_APHIAID,ITIS_STATUS,ITIS_TSN,LPIL,PHYLUM,CLASS,ORDER,FAMILY,GENUS,GRAB_TYPE,Grab_Area(m^2),Number of grabs,Final_Grab_Area(m^2),Grab_Depth(cm),Sieve_Size(mm^2),Grab_QA,Grab_Comment
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Probythinella lacustris,Probythinella lacustris,6,,N,Y,,N,N,5956,,0,,,,564284,accepted,593134,,70508,S,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,Probythinella,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Hexagenia sp.,Hexagenia,1,,N,N,,Y,N,200,,0,,,,564284,accepted,593171,,101537,G,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Hexagenia,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Dreissena bugensis,Dreissena bugensis,279,,N,Y,,N,N,1179,,0,,,,564284,accepted,505319,,567514,S,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Pseudochironomus sp.,Pseudochironomus,113,,N,Y,,N,N,989,,0,,,,564284,,,,129851,G,Arthropoda,Insecta,Diptera,Chironomidae,Pseudochironomus,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Limnodrilus cervix,Limnodrilus cervix,1,,N,Y,,N,N,19,,0,,,,564284,accepted,157591,,68652,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Coelotanypus sp.,Coelotanypus,2,,N,Y,,N,N,775,,0,,,,564284,,,,128010,G,Arthropoda,Insecta,Diptera,Chironomidae,Coelotanypus,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Limnodrilus hoffmeisteri,Limnodrilus hoffmeisteri,7,,N,Y,,N,N,21,,0,,,,564284,accepted,137556,,68639,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Polypedilum halterale gr.,Polypedilum halterale,6,,N,Y,,N,N,3320,,0,,,,564284,,,,129684,S,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Hexagenia limbata,Hexagenia limbata,1,,N,Y,,Y,N,3023,,0,,,,564284,,,,101552,S,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Hexagenia,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Nematoda,Nematoda,7,,N,Y,,N,N,67,,0,,,,564284,accepted,799,,59490,P,Nematoda,,,,,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Axarus sp.,Axarus,1,,N,Y,,N,N,2278,,0,,,,564284,,,,129236,G,Arthropoda,Insecta,Diptera,Chironomidae,Axarus,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Potamothrix vejdovskyi,Potamothrix vejdovskyi,10,,N,Y,,N,N,2451,,0,,,,564284,accepted,137565,,68790,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Potamothrix,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Gammaridae,Gammaridae,54,,Y,N,,N,Y,1412,,0,,,,564284,accepted,101383,,93745,F,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Branchiura sowerbyi,Branchiura sowerbyi,13,,N,Y,,N,N,16,,0,,,,564284,accepted,182695,,68621,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Branchiura,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Tubificidae w/o cap setae,Tubificidae,162,,N,N,,N,N,1348,,0,,,,564284,accepted,2040,,68585,F,Annelida,Clitellata,Haplotaxida,Tubificidae,,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Echinogammarus ischnus,Echinogammarus ischnus,1,,Y,Y,,N,Y,5684,,0,,,,564284,accepted,490104,,656834,S,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1007,NCCAGL10-1140,MI,2,7/26/2010,0.5,Turbellaria,Turbellaria,4,,N,Y,,N,N,2,,0,,,,564284,accepted,794,,53964,C,Platyhelminthes,Turbellaria,,,,STANDARD PONAR,0.052,1,0.052,4.5,0.5,"Q18, Q10",Grab depth < 7 cm
1008,NCCAGL10-1138,NY,2,7/25/2010,0.5,Paratendipes sp.,Paratendipes,1,,N,Y,,N,N,970,,0,,,,563134,,,,129623,G,Arthropoda,Insecta,Diptera,Chironomidae,Paratendipes,STANDARD PONAR,0.052,1,0.052,4,0.5,"Q18, Q10",Grab depth < 7 cm
1008,NCCAGL10-1138,NY,2,7/25/2010,0.5,Tubificidae w/o cap setae,Tubificidae,21,,N,Y,,N,N,1348,,0,,,,563134,accepted,2040,,68585,F,Annelida,Clitellata,Haplotaxida,Tubificidae,,STANDARD PONAR,0.052,1,0.052,4,0.5,"Q18, Q10",Grab depth < 7 cm
1008,NCCAGL10-1138,NY,2,7/25/2010,0.5,Polypedilum halterale gr.,Polypedilum halterale,4,,N,Y,,N,N,3320,,0,,,,563134,,,,129684,S,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,STANDARD PONAR,0.052,1,0.052,4,0.5,"Q18, Q10",Grab depth < 7 cm
1008,NCCAGL10-1138,NY,2,7/25/2010,0.5,Pseudochironomus sp.,Pseudochironomus,1,,N,Y,,N,N,989,,0,,,,563134,,,,129851,G,Arthropoda,Insecta,Diptera,Chironomidae,Pseudochironomus,STANDARD PONAR,0.052,1,0.052,4,0.5,"Q18, Q10",Grab depth < 7 cm
1008,NCCAGL10-1138,NY,2,7/25/2010,0.5,Procladius sp.,Procladius,3,,N,Y,,N,N,799,,0,,,,563134,accepted,156905,,128277,G,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,STANDARD PONAR,0.052,1,0.052,4,0.5,"Q18, Q10",Grab depth < 7 cm
1008,NCCAGL10-1138,NY,2,7/25/2010,0.5,Cryptochironomus sp.,Cryptochironomus,2,,N,Y,,N,N,934,,0,,,,563134,accepted,181574,,129368,G,Arthropoda,Insecta,Diptera,Chironomidae,Cryptochironomus,STANDARD PONAR,0.052,1,0.052,4,0.5,"Q18, Q10",Grab depth < 7 cm
1008,NCCAGL10-1138,NY,2,7/25/2010,0.5,Dreissena bugensis,Dreissena bugensis,4,,N,Y,,N,N,1179,,0,,,,563134,accepted,505319,,567514,S,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,STANDARD PONAR,0.052,1,0.052,4,0.5,"Q18, Q10",Grab depth < 7 cm
1008,NCCAGL10-1138,NY,2,7/25/2010,0.5,Nematoda,Nematoda,1,,N,Y,,N,N,67,,0,,,,563134,accepted,799,,59490,P,Nematoda,,,,,STANDARD PONAR,0.052,1,0.052,4,0.5,"Q18, Q10",Grab depth < 7 cm
1008,NCCAGL10-1138,NY,2,7/25/2010,0.5,Paralauterborniella nigrohalteralis,Paralauterborniella nigrohalterale,1,,N,Y,,N,N,967,,0,,,,563134,,,,129619,S,Arthropoda,Insecta,Diptera,Chironomidae,Paralauterborniella,STANDARD PONAR,0.052,1,0.052,4,0.5,"Q18, Q10",Grab depth < 7 cm
1008,NCCAGL10-1138,NY,2,7/25/2010,0.5,Potamothrix vejdovskyi,Potamothrix vejdovskyi,1,,N,Y,,N,N,2451,,0,,,,563134,accepted,137565,,68790,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Potamothrix,STANDARD PONAR,0.052,1,0.052,4,0.5,"Q18, Q10",Grab depth < 7 cm
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Valvata sincera,Valvata sincera,1,,N,Y,,N,N,4012,,0,,,,562444,accepted,160072,,70349,S,Mollusca,Gastropoda,Heterostropha,Valvatidae,Valvata,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Helobdella elongata,Helobdella elongata,2,,N,Y,,N,N,73,,0,,,,562444,,,,69397,S,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Nematoda,Nematoda,34,,N,Y,,N,N,67,,0,,,,562444,accepted,799,,59490,P,Nematoda,,,,,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Tubificidae w/o cap setae,Tubificidae,24,,N,N,,N,N,1348,,0,,,,562444,accepted,2040,,68585,F,Annelida,Clitellata,Haplotaxida,Tubificidae,,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Limnesia sp.,Limnesia,1,,N,Y,,N,N,3132,,0,,,,562444,,,,83051,G,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,Limnesia,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Limnodrilus cervix,Limnodrilus cervix,3,,N,Y,,N,N,19,,0,,,,562444,accepted,157591,,68652,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Manayunkia speciosa,Manayunkia speciosa,3,,N,Y,,N,N,1166,,0,,,,562444,accepted,155021,,68172,S,Annelida,Polychaeta,Canalipalpata,Sabellidae,Manayunkia,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Limnodrilus hoffmeisteri,Limnodrilus hoffmeisteri,11,,N,Y,,N,N,21,,0,,,,562444,accepted,137556,,68639,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Ilyodrilus templetoni,Ilyodrilus templetoni,1,,N,Y,,N,N,17,,0,,,,562444,,,,68662,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Ilyodrilus,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Valvata sp.,Valvata,2,,N,Y,,Y,N,110,,0,,,,562444,accepted,153994,,70346,G,Mollusca,Gastropoda,Heterostropha,Valvatidae,Valvata,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Pisidium sp.,Pisidium,5,,N,Y,,Y,N,103,,0,,,,562444,accepted,181554,,81400,G,Mollusca,Bivalvia,Veneroida,Pisidiidae,Pisidium,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1009,NCCAGL10-1137,OH,2,8/27/2010,0.5,Sphaeriidae,Sphaeriidae,57,,N,N,,Y,N,101,,0,,,,562444,accepted,489101,,112737,F,Mollusca,Bivalvia,Veneroida,Sphaeriidae,,STANDARD PONAR,0.052,1,0.052,9,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Nematoda,Nematoda,13,,N,Y,,N,N,67,,0,,,,561024,accepted,799,,59490,P,Nematoda,,,,,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Amnicola limosa,Amnicola limosus,15,,N,Y,,Y,N,1171,,0,,,,561024,accepted,159974,,70748,S,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,Amnicola,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Helobdella elongata,Helobdella elongata,2,,N,Y,,N,N,73,,0,,,,561024,,,,69397,S,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Oecetis sp.,Oecetis,2,,N,Y,,Y,N,597,,0,,,,561024,accepted,593207,,116607,G,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Hydrobiidae,Hydrobiidae,76,,N,N,,Y,N,80,,0,,,,561024,accepted,120,,70493,F,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Polypedilum halterale gr.,Polypedilum halterale,2,,N,Y,,N,N,3320,,0,,,,561024,,,,129684,S,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Limnodrilus cervix,Limnodrilus cervix,1,,N,Y,,N,N,19,,0,,,,561024,accepted,157591,,68652,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Caenis sp.,Caenis,1,,N,Y,,N,N,153,,0,,,,561024,accepted,593169,,101478,G,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Dreissena polymorpha,Dreissena polymorpha,127,,N,Y,,N,N,1173,,0,,,,561024,accepted,181566,,81339,S,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Tubificidae with cap setae,,4,,N,Y,,N,N,1347,,0,,,,561024,,,,,,,,,,,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Stylaria lacustris,Stylaria lacustris,1,,N,Y,,N,N,64,,0,,,,561024,accepted,137486,,68872,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Stylaria,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Gammarus sp.,Gammarus,69,,Y,Y,,N,Y,118,,0,,,,561024,accepted,101537,,93773,G,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Hexagenia sp.,Hexagenia,10,,N,N,,Y,N,200,,0,,,,561024,accepted,593171,,101537,G,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Hexagenia,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Limnodrilus hoffmeisteri,Limnodrilus hoffmeisteri,4,,N,Y,,N,N,21,,0,,,,561024,accepted,137556,,68639,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Tubificidae w/o cap setae,Tubificidae,59,,N,N,,N,N,1348,,0,,,,561024,accepted,2040,,68585,F,Annelida,Clitellata,Haplotaxida,Tubificidae,,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Stenelmis sp.,Stenelmis,1,,N,Y,,N,N,477,,0,,,,561024,,,,114095,G,Arthropoda,Insecta,Coleoptera,Elmidae,Stenelmis,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Limnodrilus udekemianus,Limnodrilus udekemianus,3,,N,Y,,N,N,23,,0,,,,561024,accepted,157593,,68644,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Dero sp.,Dero,2,,N,N,,N,N,41,,0,,,,561024,,,,68898,G,Annelida,Clitellata,Haplotaxida,Tubificidae,Dero,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Ablabesmyia annulata,Ablabesmyia annulata,6,,N,Y,,N,N,767,,0,,,,561024,,,,128081,S,Arthropoda,Insecta,Diptera,Chironomidae,Ablabesmyia,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Marvinmeyeria lucida,Marvinmeyeria lucida,3,,N,Y,,N,N,3837,,0,,,,561024,,,,69383,S,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Marvinmeyeria,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Ostracoda,Ostracoda,2,,N,Y,,N,N,121,,0,,,,561024,accepted,1078,,84195,C,Arthropoda,Ostracoda,,,,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Gammaridae,Gammaridae,111,,Y,N,,N,Y,1412,,0,,,,561024,accepted,101383,,93745,F,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Dreissena sp.,Dreissena,13,,Y,N,,N,Y,2678,,0,,,,561024,accepted,181565,,81338,G,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Dreissena bugensis,Dreissena bugensis,2042,,Y,Y,,N,Y,1179,,0,,,,561024,accepted,505319,,567514,S,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Cryptotendipes sp.,Cryptotendipes,1,,N,Y,,N,N,938,,0,,,,561024,,,,129394,G,Arthropoda,Insecta,Diptera,Chironomidae,Cryptotendipes,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Turbellaria,Turbellaria,12,,N,Y,,N,N,2,,0,,,,561024,accepted,794,,53964,C,Platyhelminthes,Turbellaria,,,,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Aulodrilus pigueti,Aulodrilus pigueti,2,,N,Y,,N,N,13,,0,,,,561024,,,,68680,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Aulodrilus,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Erpobdella sp.,Erpobdella,6,,N,Y,,N,N,2377,,0,,,,561024,accepted,160006,,69444,G,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Cryptochironomus sp.,Cryptochironomus,4,,N,Y,,N,N,934,,0,,,,561024,accepted,181574,,129368,G,Arthropoda,Insecta,Diptera,Chironomidae,Cryptochironomus,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Hexagenia limbata,Hexagenia limbata,64,,N,Y,,Y,N,3023,,0,,,,561024,,,,101552,S,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Hexagenia,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Echinogammarus ischnus,Echinogammarus ischnus,6,,N,Y,,N,N,5684,,0,,,,561024,accepted,490104,,656834,S,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Helobdella sp.,Helobdella,1,,N,Y,,N,Y,2382,,0,,,,561024,accepted,160018,,69396,G,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Hydra sp.,Hydra,2,,N,Y,,N,N,1,,0,,,,561024,accepted,267491,,50845,G,Cnidaria,Hydrozoa,Anthothecata,Hydridae,Hydra,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Physa sp.,Physa,66,,N,Y,,N,N,93,,0,,,,561024,accepted,181551,,76677,G,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Chironomus sp.,Chironomus,6,,N,Y,,N,N,930,,0,,,,561024,accepted,146802,,129254,G,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Dero digitata,Dero digitata,1,,N,Y,,N,N,36,,0,,,,561024,,,,68904,S,Annelida,Clitellata,Haplotaxida,Tubificidae,Dero,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
1010,NCCAGL10-1136,OH,2,8/25/2010,0.5,Coelotanypus sp.,Coelotanypus,11,,N,Y,,N,N,775,,0,,,,561024,,,,128010,G,Arthropoda,Insecta,Diptera,Chironomidae,Coelotanypus,STANDARD PONAR,0.052,1,0.052,8,0.5,Q18,
