Dataset:              Infaunal Abundance - Raw Data By Grab and Taxon
File Name:            CP_BEN_A.txt
Date Created:         01OCT1999
# Variables:          6
# Header Records:     16
# Data Records:       9609
Missing Value Symbol: .

Variables:    STA_NAME     Carolinian Province Office Station Name
              DATE         Sample collection date (YYMMDD)
              GRABREP      Grab replicate number
              COD_EMAP     Carolinian Province Office Taxa Code
              ABUNDANC     Abundance of taxon
              SPEC_IGN     Ignore taxa flag

STA_NAME;DATE;GRABREP;COD_EMAP;ABUNDANC;SPEC_IGN
CP94003;940816;1;MOLGOCCI;3;2
CP94003;940816;1;NOLESTIP;1;.
CP94003;940816;1;ODOSXSP3;1;.
CP94003;940816;1;OXYUSMIT;1;.
CP94003;940816;1;PARALUTE;2;.
CP94003;940816;1;PARVOBES;3;.
CP94003;940816;1;PECTGOUL;5;.
CP94003;940816;1;PHORXSPP;1;.
CP94003;940816;1;PHOTLONG;7;.
CP94003;940816;1;PLATDUME;1;.
CP94003;940816;1;PODALEVI;1;.
CP94003;940816;1;PODAOBSC;1;.
CP94003;940816;1;POLYCORN;2;.
CP94003;940816;1;PORIXSP4;12;.
CP94003;940816;1;PRIOCRIS;1;.
CP94003;940816;1;PSEU2SP1;74;.
CP94003;940816;1;PSEUXSP1;6;.
CP94003;940816;1;RICTPUNC;4;.
CP94003;940816;1;SAVILAFO;1;.
CP94003;940816;1;SCOLRUBR;2;.
CP94003;940816;1;SCOLVERR;18;.
CP94003;940816;1;SCRUXXSP;1;.
CP94003;940816;1;SCYPPLAT;40;.
CP94003;940816;1;SEMEPROF;1;.
CP94003;940816;1;SPIOOCUL;16;.
CP94003;940816;1;SUNDSIBO;1;.
CP94003;940816;1;SYNCAMER;1;.
CP94003;940816;1;TAGEDIVI;5;.
CP94003;940816;1;TERESTRO;1;.
CP94003;940816;1;TURBDALL;3;.
CP94003;940816;1;TURBXSPP;1;.
CP94003;940816;1;XENABREV;3;.
CP94003;940816;1;XXX2HYDR;3;1
CP94003;940816;1;XXXXANTH;8;.
CP94003;940816;1;XXXXCHAE;1;2
CP94003;940816;1;XXXXENTO;1;1
CP94003;940816;1;XXXXMALD;16;1
CP94003;940816;1;XXXXNEMA;1;2
CP94003;940816;1;XXXXONUP;1;.
CP94003;940816;2;ACTECANA;10;.
CP94003;940816;2;AGLAVERR;14;.
CP94003;940816;2;AMATALTE;1;.
CP94003;940816;2;AMATVIDO;1;.
CP94003;940816;2;AMPEVADO;4;.
CP94003;940816;2;AMPILONG;2;.
CP94003;940816;2;AMYGPAPY;2;2
CP94003;940816;2;ASCOULLA;1;.
CP94003;940816;2;ASTYLUNA;4;.
CP94003;940816;2;BATECATH;1;.
CP94003;940816;2;BEANKLUG;1;.
CP94003;940816;2;BOWEGRAC;1;.
CP94003;940816;2;BOWMXSPP;1;.
CP94003;940816;2;BRANAREN;3;.
CP94003;940816;2;CAECNITI;1;.
CP94003;940816;2;CAECPULC;201;.
CP94003;940816;2;CALLBREV;2;.
CP94003;940816;2;CAPIJONE;3;.
CP94003;940816;2;CERABENT;20;.
CP94003;940816;2;CHIOCANC;1;.
CP94003;940816;2;CORBSWIF;1;.
CP94003;940816;2;COROTUBE;2;.
CP94003;940816;2;CREPXSPP;1;2
CP94003;940816;2;CTENXSP2;1;.
CP94003;940816;2;CUMEXXSP;1;.
CP94003;940816;2;CYMACOMP;8;.
CP94003;940816;2;DIOPCUPR;2;.
CP94003;940816;2;DIPOSOCI;8;.
CP94003;940816;2;DYNAXXSP;1;.
CP94003;940816;2;EMPLXSP1;5;.
CP94003;940816;2;ERICBRAS;14;.
CP94003;940816;2;EXOGDISP;280;.
CP94003;940816;2;FABRTRIL;202;.
CP94003;940816;2;GLYCAMER;2;.
CP94003;940816;2;GLYCSOLI;1;.
CP94003;940816;2;GRANBONN;14;.
CP94003;940816;2;HAMISUCC;5;.
CP94003;940816;2;HAMIXSPP;2;.
CP94003;940816;2;HOLOXSP1;16;.
CP94003;940816;2;KINBSIMO;15;.
CP94003;940816;2;LAONXSP1;3;.
CP94003;940816;2;LEPTTENU;2;.
CP94003;940816;2;LEPTXSPP;4;.
CP94003;940816;2;LYSIALBA;25;.
CP94003;940816;2;MEDIAMBI;16;.
CP94003;940816;2;MEDIXSPP;47;1
CP94003;940816;2;MOLGOCCI;2;2
CP94003;940816;2;NOLESTIP;1;.
CP94003;940816;2;ODONENOP;1;.
CP94003;940816;2;ODOSXSP3;1;.
CP94003;940816;2;OXYUSMIT;4;.
CP94003;940816;2;PECTGOUL;1;.
CP94003;940816;2;PHOTLONG;21;.
CP94003;940816;2;PISTPALM;1;.
CP94003;940816;2;PLATDUME;2;.
CP94003;940816;2;PODALEVI;1;.
CP94003;940816;2;PORIXSP4;9;.
CP94003;940816;2;PRIOPERK;1;.
CP94003;940816;2;PRUNAPIC;1;.
CP94003;940816;2;PSEU2SP1;57;.
CP94003;940816;2;PSEUXSP1;3;.
CP94003;940816;2;PSEUXSP2;3;.
CP94003;940816;2;RICTPUNC;1;.
CP94003;940816;2;RUDINAGL;2;.
CP94003;940816;2;SAVILAFO;1;.
CP94003;940816;2;SCOLVERR;15;.
CP94003;940816;2;SCRUXXSP;1;.
CP94003;940816;2;SCYPPLAT;76;.
CP94003;940816;2;SEMEPROF;1;.
CP94003;940816;2;SPHEANTI;3;.
CP94003;940816;2;SPIOOCUL;12;.
CP94003;940816;2;STREBENE;1;.
CP94003;940816;2;TAGEDIVI;1;.
CP94003;940816;2;TERESTRO;2;.
CP94003;940816;2;TURBDALL;7;.
CP94003;940816;2;XENABREV;2;.
CP94003;940816;2;XXX2HYDR;2;1
CP94003;940816;2;XXXXANTH;16;.
CP94003;940816;2;XXXXENTO;1;1
CP94003;940816;2;XXXXMALD;23;.
CP94003;940816;2;XXXXNEMA;1;2
CP94003;940816;2;XXXXONUP;1;.
CP94004;940816;1;ACTECANA;119;.
CP94004;940816;1;AMATXXSP;1;.
CP94004;940816;1;AMERBIGE;1;.
CP94004;940816;1;AMPEVADO;2;.
CP94004;940816;1;AMYGPAPY;2;2
CP94004;940816;1;APHEXSP1;1;.
CP94004;940816;1;AXIOMUCO;9;.
CP94004;940816;1;AXIOXXSP;3;1
CP94004;940816;1;BRANAMER;1;.
CP94004;940816;1;CAECPULC;7;.
CP94004;940816;1;CAPICAPI;1;.
CP94004;940816;1;CARIXSP2;3;.
CP94004;940816;1;CERABENT;2;.
CP94004;940816;1;CHONXSP1;1;.
CP94004;940816;1;CYMACOMP;1;.
CP94004;940816;1;EMPLXSP1;9;.
CP94004;940816;1;ERICBRAS;1;.
CP94004;940816;1;ERYCXSP1;1;.
CP94004;940816;1;FABRTRIL;2;.
CP94004;940816;1;GLYCSOLI;5;.
CP94004;940816;1;GRANBONN;1;.
CP94004;940816;1;HAMIELEG;1;.
CP94004;940816;1;HAMISUCC;2;.
CP94004;940816;1;LEPTTENU;2;.
CP94004;940816;1;LEPTXSPP;1;.
CP94004;940816;1;MEDIAMBI;74;.
CP94004;940816;1;MELOBICO;1;.
CP94004;940816;1;MULILATE;1;.
CP94004;940816;1;NASSVIBE;1;.
CP94004;940816;1;OPHIFILO;2;.
CP94004;940816;1;OXYUSMIT;18;.
CP94004;940816;1;PARATRIQ;13;.
CP94004;940816;1;PHASSTRO;18;.
CP94004;940816;1;PODALEVI;1;.
CP94004;940816;1;PSEUXSP1;15;.
CP94004;940816;1;SCOLETEX;7;.
CP94004;940816;1;SCOLRUBR;4;.
CP94004;940816;1;SCOLVERR;11;.
CP94004;940816;1;SPHATAYL;1;.
CP94004;940816;1;SPIOOCUL;10;.
CP94004;940816;1;TECTSQUA;1;.
CP94004;940816;1;TUBUXSP3;9;.
CP94004;940816;1;TURBINCI;2;.
CP94004;940816;1;XXX2HYDR;1;1
CP94004;940816;1;XXXXMALD;8;1
CP94004;940816;1;XXXXNEMA;1;2
CP94004;940816;1;XXXXSPIR;12;.
CP94004;940816;1;XXXXTUBI;1;1
CP94004;940816;2;ACTECANA;168;.
CP94004;940816;2;AMATALTE;1;.
CP94004;940816;2;AMPEXSPP;1;.
CP94004;940816;2;AMYGPAPY;1;2
CP94004;940816;2;AXIOMUCO;7;.
CP94004;940816;2;AXIOXXSP;3;1
CP94004;940816;2;BOWMXSPP;2;.
CP94004;940816;2;BRANAMER;1;.
CP94004;940816;2;CAECPULC;16;.
CP94004;940816;2;CAPICAPI;1;.
CP94004;940816;2;CARIXSP1;1;.
CP94004;940816;2;CARIXSP2;3;.
CP94004;940816;2;CERATUBU;1;.
CP94004;940816;2;CHONXSP1;3;.
CP94004;940816;2;DIOPCUPR;1;.
CP94004;940816;2;DIPOSOCI;3;.
CP94004;940816;2;EMPLXSP1;5;.
CP94004;940816;2;ERICBRAS;1;.
CP94004;940816;2;ERYCXSP1;5;.
CP94004;940816;2;FABRTRIL;5;.
CP94004;940816;2;GLYCSOLI;5;.
CP94004;940816;2;HAMISUCC;3;.
CP94004;940816;2;KINBSIMO;2;.
CP94004;940816;2;LEPTTENU;1;.
CP94004;940816;2;MEDIAMBI;18;.
CP94004;940816;2;MEDIXSPP;5;1
CP94004;940816;2;MELOBICO;1;.
CP94004;940816;2;MONTDORS;3;.
CP94004;940816;2;NASSVIBE;3;.
CP94004;940816;2;ODOSXSP1;3;.
CP94004;940816;2;OPHIFILO;2;.
CP94004;940816;2;OXYUSMIT;62;.
CP94004;940816;2;PARAPINN;1;.
CP94004;940816;2;PARATRIQ;13;.
CP94004;940816;2;PHASSTRO;32;.
CP94004;940816;2;PHORARCH;2;.
CP94004;940816;2;PSEUXSP1;18;.
CP94004;940816;2;RICTPUNC;1;.
CP94004;940816;2;SCOLETEX;5;.
CP94004;940816;2;SCOLRUBR;1;.
CP94004;940816;2;SCOLVERR;15;.
CP94004;940816;2;SPHATAYL;1;.
CP94004;940816;2;SPIOOCUL;17;.
CP94004;940816;2;TURBINCI;2;.
CP94004;940816;2;XXXXANTH;1;.
CP94004;940816;2;XXXXMALD;2;1
CP94004;940816;2;XXXXNEMA;1;2
CP94004;940816;2;XXXXONUP;2;.
CP94005;940802;1;ACTECANA;52;.
CP94005;940802;1;AMPEVADO;2;.
CP94005;940802;1;AMYGPAPY;21;2
CP94005;940802;1;ANOMAUBE;2;.
CP94005;940802;1;CAECPULC;2;.
CP94005;940802;1;CAPICAPI;30;.
CP94005;940802;1;CARIXSP2;10;.
CP94005;940802;1;CERABENT;6;.
CP94005;940802;1;CYCLVARI;2;.
CP94005;940802;1;DIOPCUPR;3;.
CP94005;940802;1;DIPOSOCI;2;.
CP94005;940802;1;EMPLXSP1;1;.
CP94005;940802;1;GLYCSOLI;2;.
CP94005;940802;1;HAMISUCC;1;.
CP94005;940802;1;HENRMORR;1;.
CP94005;940802;1;HOBSFLOR;1;.
CP94005;940802;1;KINBSIMO;24;.
CP94005;940802;1;MEDIAMBI;5;.
CP94005;940802;1;MEDIXSPP;57;1
CP94005;940802;1;MULILATE;11;.
CP94005;940802;1;OPHIFILO;1;.
CP94005;940802;1;OXYUSMIT;3;.
CP94005;940802;1;PARATRIQ;1;.
CP94005;940802;1;PHASSTRO;14;.
CP94005;940802;1;PODAOBSC;1;.
CP94005;940802;1;PORIXSP3;1;.
CP94005;940802;1;PRUNAPIC;1;.
CP94005;940802;1;RICTPUNC;4;.
CP94005;940802;1;SCOLETEX;2;.
CP94005;940802;1;SPIOOCUL;9;.
CP94005;940802;1;STREBENE;9;.
CP94005;940802;1;TUBUXSP3;5;.
CP94005;940802;1;TURBINCI;8;.
CP94005;940802;1;XXXXMALD;1;1
CP94005;940802;1;XXXXNEMA;1;2
CP94005;940802;1;XXXXTUBI;1;1
CP94005;940802;2;ACTECANA;89;.
CP94005;940802;2;AMYGPAPY;3;2
CP94005;940802;2;ANOMAUBE;10;.
CP94005;940802;2;CAECPULC;8;.
CP94005;940802;2;CAPICAPI;29;.
CP94005;940802;2;CARIXSP2;1;.
CP94005;940802;2;CERABENT;1;.
CP94005;940802;2;CHIOCANC;2;.
CP94005;940802;2;COROBACO;1;.
CP94005;940802;2;CREPCONV;1;2
CP94005;940802;2;CYCLVARI;2;.
CP94005;940802;2;DIOPCUPR;4;.
CP94005;940802;2;GLYCSOLI;1;.
CP94005;940802;2;GRANBONN;1;.
CP94005;940802;2;HAMISUCC;3;.
CP94005;940802;2;HENRMORR;1;.
CP94005;940802;2;HOBSFLOR;1;.
CP94005;940802;2;KALLXSP1;2;.
CP94005;940802;2;KINBSIMO;17;.
CP94005;940802;2;MEDIAMBI;15;.
CP94005;940802;2;MEDIXSPP;13;1
CP94005;940802;2;MULILATE;31;.
CP94005;940802;2;NASSVIBE;1;.
CP94005;940802;2;NERECAST;1;.
CP94005;940802;2;OPHIFILO;1;.
CP94005;940802;2;OXYUSMIT;2;.
CP94005;940802;2;PARAPINN;2;.
CP94005;940802;2;PHASSTRO;11;.
CP94005;940802;2;PHORARCH;1;.
CP94005;940802;2;PODAOBSC;1;.
CP94005;940802;2;RICTPUNC;4;.
CP94005;940802;2;SCOLETEX;1;.
CP94005;940802;2;SPIOOCUL;10;.
CP94005;940802;2;STREBENE;2;.
CP94005;940802;2;TUBUXSP3;8;.
CP94005;940802;2;TURBINCI;4;.
CP94005;940802;2;XXXXNEMA;1;2
CP94005;940802;2;XXXXTUBI;6;1
CP94006;940803;1;AMPEXSPP;1;.
CP94006;940803;1;AMYGPAPY;6;2
CP94006;940803;1;BRANAMER;1;.
CP94006;940803;1;BRANAREN;6;.
CP94006;940803;1;CAPICAPI;3;.
CP94006;940803;1;CAPIJONE;2;.
CP94006;940803;1;COROBACO;2;.
CP94006;940803;1;CYMACOMP;6;.
CP94006;940803;1;DEMOMICR;2;.
CP94006;940803;1;GITATORT;3;.
CP94006;940803;1;GRANBONN;21;.
CP94006;940803;1;HETEFILI;1;.
CP94006;940803;1;LEITFRAG;1;.
CP94006;940803;1;LEPTXSPP;1;.
CP94006;940803;1;LIMNBARN;1;.
CP94006;940803;1;MARPSANG;1;1
CP94006;940803;1;MOLGOCCI;8;2
CP94006;940803;1;MONTDORS;2;.
CP94006;940803;1;PHASSTRO;1;.
CP94006;940803;1;PODAOBSC;1;.
CP94006;940803;1;SCRUXXSP;1;.
CP94006;940803;1;STREBENE;1;.
CP94006;940803;1;TAGEDIVI;1;.
CP94006;940803;1;XXXXNEMA;1;2
CP94006;940803;1;XXXXSPIR;1;.
CP94006;940803;1;XXXXTUBI;3;1
CP94006;940803;2;ACTECANA;4;.
CP94006;940803;2;AMERBIGE;2;.
CP94006;940803;2;AMPEVADO;1;.
CP94006;940803;2;AMYGPAPY;2;2
CP94006;940803;2;ARICPHIL;1;.
CP94006;940803;2;AXIOMUCO;1;.
CP94006;940803;2;BRANAMER;1;.
CP94006;940803;2;BUGUNERI;1;.
CP94006;940803;2;CAECPULC;1;.
CP94006;940803;2;CAPICAPI;2;.
CP94006;940803;2;CAPIJONE;1;.
CP94006;940803;2;DIOPCUPR;3;.
CP94006;940803;2;EMPLXSP1;1;.
CP94006;940803;2;GITATORT;3;.
CP94006;940803;2;GRANBONN;2;.
CP94006;940803;2;HAMISUCC;1;.
CP94006;940803;2;HETEFILI;1;.
CP94006;940803;2;LONGCREN;4;.
CP94006;940803;2;MEDIAMBI;19;.
CP94006;940803;2;MEDIXSPP;10;1
CP94006;940803;2;MESAXSP1;1;.
CP94006;940803;2;MOLGOCCI;1;2
CP94006;940803;2;MONTDORS;3;.
CP94006;940803;2;MULILATE;2;.
CP94006;940803;2;NASSVIBE;1;.
CP94006;940803;2;NEANSUCC;1;.
CP94006;940803;2;OXYUSMIT;3;.
CP94006;940803;2;PARAPINN;2;.
CP94006;940803;2;PARATRIQ;1;.
CP94006;940803;2;PECTGOUL;1;.
CP94006;940803;2;PHORARCH;2;.
CP94006;940803;2;PODALEVI;1;.
CP94006;940803;2;SPIOOCUL;1;.
CP94006;940803;2;STREBENE;76;.
CP94006;940803;2;TUBUXSP3;4;.
CP94006;940803;2;XXXXNEMA;1;2
CP94006;940803;2;XXXXTUBI;4;1
CP94007;940816;1;ACTECANA;2;.
CP94007;940816;1;AMAETRIL;1;.
CP94007;940816;1;AXIOMUCO;4;.
CP94007;940816;1;BEMLSETO;2;.
CP94007;940816;1;BOWMXSPP;1;.
CP94007;940816;1;CAECPULC;35;.
CP94007;940816;1;CARIXSP1;5;.
CP94007;940816;1;CERATUBU;1;.
CP94007;940816;1;CREPPLAN;1;2
CP94007;940816;1;DIOPCUPR;2;.
CP94007;940816;1;DIPOSOCI;3;.
CP94007;940816;1;EMPLXSP1;8;.
CP94007;940816;1;GLYCSOLI;6;.
CP94007;940816;1;GRANBONN;10;.
CP94007;940816;1;GRANOVUL;2;.
CP94007;940816;1;KINBSIMO;34;.
CP94007;940816;1;LIMNBARN;6;.
CP94007;940816;1;LISTBARN;1;.
CP94007;940816;1;MEDIAMBI;11;.
CP94007;940816;1;MEDICALI;1;.
CP94007;940816;1;MEDIXSPP;36;1
CP94007;940816;1;MOLGOCCI;1;2
CP94007;940816;1;MONTDORS;1;.
CP94007;940816;1;NEANSUCC;1;.
CP94007;940816;1;PARAPINN;1;.
CP94007;940816;1;PECTGOUL;1;.
CP94007;940816;1;PETTDUOF;3;.
CP94007;940816;1;PHORARCH;27;.
CP94007;940816;1;PODALEVI;2;.
CP94007;940816;1;PODAOBSC;2;.
CP94007;940816;1;PRUNAPIC;1;.
CP94007;940816;1;SCOLETEX;1;.
CP94007;940816;1;SCOLRUBR;3;.
CP94007;940816;1;SCOLVERR;1;.
CP94007;940816;1;SPHALABY;2;.
CP94007;940816;1;STREBENE;41;.
CP94007;940816;1;SYLLCORN;14;.
CP94007;940816;1;TUBUXSP3;6;.
CP94007;940816;1;XXXXANTH;11;.
CP94007;940816;1;XXXXMALD;5;1
CP94007;940816;1;XXXXNEMA;1;2
CP94007;940816;1;XXXXTUBI;18;1
CP94007;940816;2;ACTECANA;1;.
CP94007;940816;2;AMERBIGE;1;.
CP94007;940816;2;ARGUXSP1;1;.
CP94007;940816;2;AXIOMUCO;7;.
CP94007;940816;2;CAECPULC;34;.
CP94007;940816;2;CARIXSP1;1;.
CP94007;940816;2;CERABENT;4;.
CP94007;940816;2;COROBACO;1;.
CP94007;940816;2;DIOPCUPR;9;.
CP94007;940816;2;ERICBRAS;1;.
CP94007;940816;2;GITATORT;1;.
CP94007;940816;2;GLYCSOLI;7;.
CP94007;940816;2;GRANBONN;1;.
CP94007;940816;2;KINBSIMO;20;.
CP94007;940816;2;LEPTXSPP;1;.
CP94007;940816;2;LONGCREN;1;.
CP94007;940816;2;MEDIAMBI;2;.
CP94007;940816;2;MEDIXSPP;30;1
CP94007;940816;2;NEANSUCC;1;.
CP94007;940816;2;OXYUSMIT;3;.
CP94007;940816;2;PARATENU;6;.
CP94007;940816;2;PARATRIQ;1;.
CP94007;940816;2;PARVMULT;1;.
CP94007;940816;2;PECTGOUL;4;.
CP94007;940816;2;PETTDUOF;26;.
CP94007;940816;2;PHASSTRO;8;.
CP94007;940816;2;PHORARCH;32;.
CP94007;940816;2;PODALEVI;1;.
CP94007;940816;2;POLYCORN;2;.
CP94007;940816;2;SCOLETEX;3;.
CP94007;940816;2;SCOLRUBR;3;.
CP94007;940816;2;SCOLVERR;1;.
CP94007;940816;2;SPHALABY;2;.
CP94007;940816;2;SPIOOCUL;1;.
CP94007;940816;2;STREBENE;19;.
CP94007;940816;2;SYLLCORN;27;.
